proteinA,proteinB
prot_1309,prot_884
prot_1484,prot_2328
prot_592,prot_584
prot_1418,prot_546
prot_426,prot_1884
prot_920,prot_2332
prot_1263,prot_1578
prot_1223,prot_123
prot_1822,prot_1339
prot_2012,prot_2483
prot_2299,prot_1261
prot_1328,prot_1812
prot_1488,prot_1357
prot_1575,prot_1720
prot_689,prot_15
prot_555,prot_1931
prot_2153,prot_1911
prot_1021,prot_1792
prot_457,prot_468
prot_1374,prot_338
prot_763,prot_2529
prot_1435,prot_2074
prot_1433,prot_2348
prot_970,prot_1610
prot_1163,prot_1693
prot_2393,prot_280
prot_532,prot_2289
prot_1196,prot_1269
prot_431,prot_1902
prot_859,prot_2126
prot_2414,prot_167
prot_526,prot_1815
prot_1411,prot_75
prot_201,prot_874
prot_2373,prot_1787
prot_1796,prot_420
prot_146,prot_2184
prot_1569,prot_974
prot_1344,prot_1928
prot_514,prot_372
prot_1095,prot_1511
prot_1061,prot_775
prot_2487,prot_2036
prot_528,prot_1801
prot_1157,prot_1049
prot_2261,prot_48
prot_444,prot_1319
prot_117,prot_1642
prot_239,prot_2378
prot_1797,prot_1551
prot_1749,prot_203
prot_1156,prot_1562
prot_2474,prot_1943
prot_796,prot_1222
prot_2436,prot_2443
prot_500,prot_10
prot_1125,prot_1933
prot_2105,prot_230
prot_1662,prot_2343
prot_695,prot_2473
prot_819,prot_194
prot_1395,prot_2034
prot_1309,prot_1571
prot_1484,prot_1536
prot_592,prot_1810
prot_1418,prot_2449
prot_426,prot_2450
prot_920,prot_817
prot_1263,prot_272
prot_1223,prot_1
prot_1822,prot_1721
prot_2012,prot_2460
prot_2299,prot_1248
prot_1328,prot_2091
prot_1488,prot_1892
prot_1575,prot_2304
prot_689,prot_1572
prot_555,prot_547
prot_2153,prot_181
prot_1021,prot_585
prot_457,prot_919
prot_1374,prot_637
prot_763,prot_1509
prot_1435,prot_163
prot_1433,prot_2395
prot_970,prot_843
prot_1163,prot_636
prot_2393,prot_1863
prot_532,prot_740
prot_1196,prot_2440
prot_431,prot_843
prot_859,prot_2395
prot_2414,prot_163
prot_526,prot_1509
prot_1411,prot_637
prot_201,prot_919
prot_2373,prot_585
prot_1796,prot_181
prot_146,prot_547
prot_1569,prot_1572
prot_1344,prot_2304
prot_514,prot_1892
prot_1095,prot_2091
prot_1061,prot_1248
prot_2487,prot_2460
prot_528,prot_1721
prot_1157,prot_1
prot_2261,prot_272
prot_444,prot_817
prot_117,prot_2450
prot_239,prot_2449
prot_1797,prot_1810
prot_1749,prot_1536
prot_1163,prot_1143
prot_2393,prot_22
prot_532,prot_225
prot_1196,prot_118
prot_431,prot_1573
prot_859,prot_1843
prot_2414,prot_469
prot_526,prot_1866
prot_1411,prot_1312
prot_201,prot_2435
prot_2373,prot_521
prot_1796,prot_425
prot_146,prot_77
prot_1569,prot_2097
prot_1344,prot_364
prot_514,prot_982
prot_1095,prot_831
prot_1061,prot_1708
prot_2487,prot_850
prot_528,prot_112
prot_1157,prot_543
prot_2261,prot_1064
prot_444,prot_1461
prot_117,prot_423
prot_239,prot_1716
prot_1797,prot_1324
prot_1749,prot_866
prot_1156,prot_1528
prot_2474,prot_2259
prot_796,prot_2264
prot_2436,prot_671
prot_500,prot_216
prot_1125,prot_638
prot_2043,prot_262
prot_1662,prot_2099
prot_695,prot_619
prot_819,prot_1959
prot_1395,prot_1835
prot_1309,prot_242
prot_1484,prot_186
prot_1418,prot_1695
prot_426,prot_1769
prot_920,prot_2073
prot_1263,prot_1233
prot_1223,prot_1540
prot_1822,prot_1914
prot_2012,prot_1873
prot_2299,prot_961
prot_1488,prot_507
prot_1575,prot_830
prot_2153,prot_459
prot_1021,prot_1359
prot_457,prot_149
prot_1374,prot_1400
prot_763,prot_2266
prot_1435,prot_1631
prot_1433,prot_2482
prot_970,prot_1465
prot_1163,prot_476
prot_2393,prot_2312
prot_532,prot_1420
prot_1196,prot_851
prot_431,prot_1419
prot_859,prot_1415
prot_1411,prot_1761
prot_201,prot_1153
prot_2373,prot_2082
prot_1796,prot_2167
prot_146,prot_1456
prot_1569,prot_499
prot_1344,prot_2441
prot_514,prot_563
prot_1095,prot_2077
prot_1061,prot_1580
prot_528,prot_2461
prot_1157,prot_1175
prot_2261,prot_2371
prot_444,prot_706
prot_117,prot_1646
prot_239,prot_1069
prot_1797,prot_1896
prot_1749,prot_115
prot_1156,prot_303
prot_2474,prot_1643
prot_796,prot_2016
prot_2436,prot_1416
prot_500,prot_1149
prot_1125,prot_1829
prot_2043,prot_1056
prot_1662,prot_188
prot_695,prot_150
prot_819,prot_2129
prot_1395,prot_357
prot_1309,prot_687
prot_1484,prot_1010
prot_592,prot_2210
prot_1418,prot_2201
prot_426,prot_1082
prot_920,prot_157
prot_1263,prot_903
prot_1223,prot_65
prot_1822,prot_2456
prot_2012,prot_298
prot_2299,prot_1859
prot_1328,prot_2249
prot_1488,prot_41
prot_1575,prot_1814
prot_689,prot_1180
prot_555,prot_356
prot_2153,prot_1467
prot_1021,prot_513
prot_457,prot_978
prot_1374,prot_1661
prot_763,prot_2438
prot_1435,prot_1592
prot_1433,prot_2122
prot_970,prot_2383
prot_1163,prot_2090
prot_2393,prot_1423
prot_532,prot_2084
prot_1196,prot_394
prot_431,prot_1535
prot_859,prot_106
prot_2414,prot_969
prot_526,prot_241
prot_1411,prot_67
prot_201,prot_2010
prot_2373,prot_1840
prot_1796,prot_2028
prot_146,prot_2475
prot_1569,prot_1333
prot_1344,prot_1612
prot_514,prot_1355
prot_1095,prot_1081
prot_1061,prot_1706
prot_2487,prot_172
prot_528,prot_2213
prot_1157,prot_2080
prot_2261,prot_744
prot_444,prot_1954
prot_117,prot_32
prot_239,prot_211
prot_1797,prot_1267
prot_1749,prot_17
prot_1156,prot_1188
prot_2474,prot_2067
prot_796,prot_720
prot_2436,prot_141
prot_500,prot_105
prot_1125,prot_1729
prot_2043,prot_734
prot_1662,prot_488
prot_695,prot_558
prot_819,prot_1037
prot_1395,prot_152
prot_1309,prot_2285
prot_1484,prot_322
prot_592,prot_1595
prot_1418,prot_94
prot_426,prot_2045
prot_920,prot_2189
prot_1263,prot_200
prot_1223,prot_2489
prot_1822,prot_1129
prot_2012,prot_83
prot_2299,prot_1148
prot_1328,prot_1060
prot_1488,prot_1318
prot_1575,prot_1096
prot_689,prot_1100
prot_555,prot_576
prot_2153,prot_1689
prot_1021,prot_702
prot_457,prot_1522
prot_1374,prot_1656
prot_763,prot_2337
prot_1435,prot_1944
prot_1433,prot_1579
prot_970,prot_59
prot_1163,prot_1948
prot_2393,prot_380
prot_532,prot_1634
prot_1196,prot_854
prot_431,prot_289
prot_859,prot_348
prot_2414,prot_59
prot_526,prot_1579
prot_1411,prot_1944
prot_201,prot_2337
prot_2373,prot_1656
prot_1796,prot_1522
prot_146,prot_702
prot_1569,prot_1689
prot_1163,prot_1383
prot_2393,prot_1916
prot_532,prot_1272
prot_1196,prot_2118
prot_431,prot_2146
prot_859,prot_1147
prot_2414,prot_103
prot_526,prot_78
prot_1411,prot_1075
prot_201,prot_1195
prot_2373,prot_76
prot_1796,prot_2049
prot_146,prot_1867
prot_1569,prot_2465
prot_1344,prot_642
prot_514,prot_767
prot_1095,prot_2022
prot_1061,prot_158
prot_2487,prot_2434
prot_528,prot_1238
prot_1157,prot_1212
prot_2261,prot_944
prot_117,prot_2453
prot_239,prot_710
prot_1797,prot_524
prot_1749,prot_2029
prot_1156,prot_1675
prot_2474,prot_1886
prot_796,prot_1576
prot_2436,prot_2329
prot_500,prot_392
prot_1125,prot_2274
prot_2043,prot_1919
prot_2105,prot_135
prot_1662,prot_2357
prot_695,prot_2047
prot_819,prot_1544
prot_1395,prot_2286
prot_1309,prot_1245
prot_1484,prot_867
prot_592,prot_1265
prot_1418,prot_1655
prot_426,prot_2131
prot_920,prot_1206
prot_1263,prot_432
prot_1223,prot_440
prot_1822,prot_748
prot_2012,prot_1949
prot_2299,prot_9
prot_1328,prot_2422
prot_1488,prot_463
prot_1575,prot_2164
prot_689,prot_690
prot_555,prot_723
prot_2153,prot_525
prot_1021,prot_2447
prot_457,prot_1962
prot_1374,prot_808
prot_763,prot_1627
prot_1435,prot_2027
prot_1433,prot_855
prot_970,prot_848
prot_1163,prot_1728
prot_2393,prot_1239
prot_532,prot_259
prot_1196,prot_2094
prot_431,prot_1097
prot_859,prot_2202
prot_2414,prot_2472
prot_526,prot_251
prot_1411,prot_42
prot_201,prot_33
prot_2373,prot_607
prot_1796,prot_197
prot_1163,prot_448
prot_1383,prot_1850
prot_1916,prot_415
prot_1272,prot_1062
prot_2118,prot_1122
prot_2146,prot_478
prot_1147,prot_1392
prot_103,prot_156
prot_78,prot_221
prot_1075,prot_2004
prot_1195,prot_317
prot_76,prot_1983
prot_2049,prot_842
prot_1867,prot_1179
prot_2465,prot_1776
prot_642,prot_2467
prot_767,prot_1366
prot_2022,prot_1289
prot_158,prot_1898
prot_2434,prot_302
prot_1238,prot_345
prot_1212,prot_2292
prot_944,prot_649
prot_1516,prot_1042
prot_2453,prot_2327
prot_710,prot_27
prot_524,prot_53
prot_2029,prot_1116
prot_1675,prot_1297
prot_1886,prot_651
prot_1576,prot_1765
prot_2329,prot_520
prot_392,prot_1391
prot_2274,prot_1869
prot_1919,prot_1937
prot_135,prot_264
prot_2357,prot_2132
prot_2047,prot_1305
prot_1544,prot_1120
prot_2286,prot_2156
prot_1245,prot_376
prot_1265,prot_2314
prot_1655,prot_2370
prot_2131,prot_2485
prot_1206,prot_139
prot_432,prot_2163
prot_440,prot_1670
prot_748,prot_912
prot_1949,prot_1546
prot_9,prot_2377
prot_2422,prot_834
prot_463,prot_445
prot_2164,prot_1862
prot_690,prot_2530
prot_723,prot_1080
prot_525,prot_541
prot_2447,prot_1356
prot_1962,prot_1872
prot_808,prot_2187
prot_1627,prot_934
prot_2027,prot_1183
prot_855,prot_1640
prot_848,prot_102
prot_1728,prot_1508
prot_1239,prot_2229
prot_259,prot_1193
prot_2094,prot_1831
prot_1097,prot_226
prot_2202,prot_13
prot_2472,prot_1189
prot_251,prot_442
prot_42,prot_1676
prot_33,prot_44
prot_607,prot_1682
prot_197,prot_641
prot_448,prot_2317
prot_1383,prot_1292
prot_1916,prot_219
prot_2118,prot_882
prot_2146,prot_414
prot_1147,prot_530
prot_103,prot_2297
prot_78,prot_1094
prot_1075,prot_1444
prot_1195,prot_386
prot_76,prot_1771
prot_2049,prot_402
prot_1867,prot_1921
prot_2465,prot_630
prot_642,prot_1130
prot_767,prot_1648
prot_2022,prot_814
prot_158,prot_1259
prot_2434,prot_963
prot_1238,prot_2188
prot_1212,prot_311
prot_944,prot_341
prot_1516,prot_2510
prot_2453,prot_2151
prot_710,prot_475
prot_524,prot_1307
prot_2029,prot_2379
prot_1675,prot_294
prot_1886,prot_1613
prot_1576,prot_522
prot_2329,prot_2062
prot_392,prot_1092
prot_2274,prot_2356
prot_1919,prot_304
prot_135,prot_1299
prot_2357,prot_2192
prot_2047,prot_714
prot_1544,prot_1974
prot_2286,prot_2419
prot_1245,prot_413
prot_1265,prot_410
prot_1655,prot_1700
prot_2131,prot_1275
prot_1206,prot_344
prot_432,prot_1304
prot_440,prot_2362
prot_748,prot_1447
prot_1949,prot_1888
prot_9,prot_1481
prot_2422,prot_153
prot_463,prot_466
prot_2164,prot_1587
prot_690,prot_331
prot_723,prot_1995
prot_525,prot_1071
prot_2447,prot_229
prot_1962,prot_1113
prot_808,prot_2505
prot_1627,prot_2376
prot_2027,prot_120
prot_855,prot_1498
prot_848,prot_185
prot_1728,prot_1824
prot_1239,prot_929
prot_259,prot_2014
prot_2094,prot_1347
prot_1097,prot_1734
prot_2202,prot_2401
prot_2472,prot_193
prot_251,prot_1617
prot_42,prot_1762
prot_33,prot_2232
prot_607,prot_1240
prot_197,prot_1733
prot_448,prot_1988
prot_1383,prot_2064
prot_1916,prot_128
prot_2118,prot_421
prot_2146,prot_2006
prot_1147,prot_2242
prot_103,prot_2244
prot_78,prot_2125
prot_1075,prot_2260
prot_1195,prot_1895
prot_76,prot_471
prot_2049,prot_2349
prot_1867,prot_2051
prot_2465,prot_1795
prot_642,prot_1903
prot_767,prot_2466
prot_2022,prot_2228
prot_158,prot_168
prot_2434,prot_2119
prot_1238,prot_36
prot_1212,prot_101
prot_944,prot_1813
prot_1516,prot_2493
prot_2453,prot_605
prot_710,prot_1938
prot_524,prot_196
prot_2029,prot_1996
prot_1675,prot_1684
prot_2329,prot_1204
prot_392,prot_315
prot_1919,prot_861
prot_135,prot_2093
prot_2357,prot_1704
prot_2047,prot_835
prot_1544,prot_1135
prot_2286,prot_214
prot_1245,prot_2262
prot_1265,prot_1502
prot_1655,prot_1868
prot_2131,prot_1317
prot_1206,prot_1038
prot_432,prot_876
prot_440,prot_1348
prot_748,prot_1450
prot_1949,prot_1773
prot_9,prot_783
prot_463,prot_2469
prot_2164,prot_1854
prot_690,prot_506
prot_723,prot_627
prot_525,prot_1756
prot_1962,prot_2355
prot_1627,prot_1287
prot_2027,prot_1379
prot_855,prot_1802
prot_848,prot_1126
prot_1728,prot_1652
prot_1239,prot_1930
prot_259,prot_931
prot_2094,prot_1786
prot_1097,prot_793
prot_2202,prot_519
prot_2472,prot_390
prot_251,prot_972
prot_42,prot_1099
prot_33,prot_2313
prot_607,prot_2095
prot_197,prot_2204
prot_448,prot_279
prot_1383,prot_220
prot_1916,prot_2400
prot_2146,prot_318
prot_1147,prot_2307
prot_103,prot_652
prot_78,prot_2444
prot_1075,prot_858
prot_1195,prot_1861
prot_2049,prot_1691
prot_1867,prot_1405
prot_2465,prot_1870
prot_642,prot_631
prot_767,prot_296
prot_2022,prot_1780
prot_158,prot_1247
prot_2434,prot_2018
prot_1238,prot_439
prot_1212,prot_495
prot_944,prot_1118
prot_1516,prot_1973
prot_2453,prot_1266
prot_710,prot_223
prot_524,prot_1842
prot_2029,prot_195
prot_1675,prot_1244
prot_1886,prot_1732
prot_1576,prot_3
prot_2329,prot_2320
prot_392,prot_1045
prot_2274,prot_473
prot_1919,prot_1793
prot_135,prot_1750
prot_2357,prot_1591
prot_1544,prot_2011
prot_2286,prot_454
prot_1245,prot_474
prot_1265,prot_107
prot_1655,prot_2382
prot_2131,prot_1288
prot_1206,prot_2339
prot_432,prot_1194
prot_440,prot_496
prot_748,prot_1960
prot_1949,prot_829
prot_2422,prot_1826
prot_463,prot_1170
prot_2164,prot_1210
prot_690,prot_446
prot_723,prot_1889
prot_525,prot_337
prot_2447,prot_484
prot_1962,prot_880
prot_808,prot_694
prot_1627,prot_1286
prot_848,prot_728
prot_1728,prot_1621
prot_1239,prot_877
prot_259,prot_845
prot_2094,prot_19
prot_1097,prot_715
prot_2202,prot_1088
prot_2472,prot_40
prot_251,prot_1469
prot_42,prot_1431
prot_33,prot_1981
prot_607,prot_1485
prot_197,prot_2100
prot_448,prot_611
prot_1383,prot_1470
prot_1916,prot_2180
prot_2118,prot_1500
prot_2146,prot_2408
prot_1147,prot_1040
prot_103,prot_378
prot_78,prot_2147
prot_1075,prot_2032
prot_1195,prot_1957
prot_76,prot_379
prot_2049,prot_1530
prot_1867,prot_2081
prot_2465,prot_1834
prot_642,prot_2143
prot_767,prot_1666
prot_2022,prot_1830
prot_158,prot_2110
prot_2434,prot_234
prot_1238,prot_2315
prot_1212,prot_2423
prot_944,prot_12
prot_1516,prot_2020
prot_2453,prot_114
prot_710,prot_1032
prot_524,prot_1663
prot_2029,prot_587
prot_1675,prot_1668
prot_1886,prot_1107
prot_2329,prot_697
prot_392,prot_1323
prot_2274,prot_96
prot_1919,prot_2057
prot_135,prot_1159
prot_2357,prot_2133
prot_2047,prot_351
prot_2286,prot_1558
prot_1245,prot_531
prot_1265,prot_1671
prot_1655,prot_1851
prot_2131,prot_804
prot_1206,prot_2344
prot_432,prot_2194
prot_440,prot_1711
prot_748,prot_827
prot_1949,prot_273
prot_9,prot_2128
prot_2422,prot_2464
prot_2164,prot_2083
prot_690,prot_1131
prot_525,prot_2206
prot_2447,prot_1176
prot_1962,prot_1677
prot_2027,prot_665
prot_855,prot_305
prot_848,prot_1437
prot_1728,prot_2185
prot_1239,prot_1784
prot_259,prot_1321
prot_2094,prot_1106
prot_1097,prot_1474
prot_2202,prot_2050
prot_2472,prot_287
prot_251,prot_321
prot_42,prot_2323
prot_33,prot_927
prot_607,prot_288
prot_197,prot_284
prot_448,prot_1487
prot_1383,prot_2310
prot_1916,prot_2439
prot_2118,prot_1146
prot_2146,prot_2166
prot_1147,prot_1300
prot_103,prot_365
prot_78,prot_174
prot_1075,prot_358
prot_1195,prot_1390
prot_76,prot_535
prot_2049,prot_915
prot_1867,prot_935
prot_2465,prot_2068
prot_642,prot_1503
prot_767,prot_343
prot_2022,prot_26
prot_158,prot_1924
prot_2434,prot_536
prot_1238,prot_534
prot_1212,prot_573
prot_944,prot_537
prot_1516,prot_1585
prot_710,prot_653
prot_524,prot_2031
prot_2029,prot_1451
prot_1675,prot_1593
prot_1886,prot_2410
prot_1576,prot_2512
prot_2329,prot_450
prot_392,prot_207
prot_2274,prot_735
prot_1919,prot_99
prot_135,prot_2013
prot_2357,prot_2306
prot_2047,prot_134
prot_1544,prot_1281
prot_2286,prot_1764
prot_1245,prot_97
prot_1265,prot_966
prot_1655,prot_1493
prot_2131,prot_1278
prot_1206,prot_1611
prot_432,prot_1927
prot_440,prot_1506
prot_748,prot_2352
prot_1949,prot_1105
prot_9,prot_125
prot_2422,prot_86
prot_463,prot_2351
prot_2164,prot_2468
prot_690,prot_2172
prot_723,prot_811
prot_525,prot_1754
prot_2447,prot_1980
prot_1962,prot_2251
prot_808,prot_16
prot_1627,prot_1349
prot_2027,prot_2470
prot_855,prot_430
prot_848,prot_2227
prot_1728,prot_1751
prot_1239,prot_104
prot_259,prot_1647
prot_2094,prot_1745
prot_1097,prot_1644
prot_2202,prot_1398
prot_2472,prot_1998
prot_251,prot_539
prot_42,prot_2524
prot_33,prot_559
prot_607,prot_1590
prot_197,prot_2446
prot_448,prot_683
prot_1383,prot_1472
prot_2118,prot_1770
prot_2146,prot_2282
prot_1147,prot_498
prot_103,prot_269
prot_78,prot_646
prot_1075,prot_2008
prot_1195,prot_1768
prot_76,prot_2248
prot_2049,prot_8
prot_1867,prot_397
prot_2465,prot_515
prot_767,prot_1057
prot_2022,prot_2479
prot_2434,prot_629
prot_1238,prot_1846
prot_1212,prot_648
prot_944,prot_1623
prot_1516,prot_2429
prot_2453,prot_1539
prot_710,prot_983
prot_524,prot_1989
prot_2029,prot_1034
prot_1675,prot_701
prot_1886,prot_2052
prot_1576,prot_91
prot_2329,prot_654
prot_392,prot_2195
prot_2274,prot_1632
prot_1919,prot_1724
prot_135,prot_1093
prot_2357,prot_2139
prot_2047,prot_1495
prot_1544,prot_1550
prot_2286,prot_464
prot_1245,prot_1845
prot_1265,prot_692
prot_1655,prot_89
prot_2131,prot_998
prot_1206,prot_2463
prot_432,prot_2269
prot_440,prot_68
prot_748,prot_237
prot_1949,prot_1543
prot_9,prot_130
prot_2422,prot_844
prot_463,prot_2039
prot_2164,prot_55
prot_690,prot_2000
prot_723,prot_2060
prot_525,prot_1588
prot_2447,prot_890
prot_1962,prot_2412
prot_808,prot_111
prot_1627,prot_686
prot_2027,prot_470
prot_855,prot_2223
prot_848,prot_2396
prot_1728,prot_98
prot_1239,prot_769
prot_259,prot_1961
prot_2094,prot_1596
prot_1097,prot_2404
prot_2202,prot_713
prot_2472,prot_297
prot_251,prot_212
prot_42,prot_1710
prot_33,prot_708
prot_607,prot_785
prot_197,prot_2406
prot_448,prot_70
prot_1383,prot_1174
prot_1916,prot_434
prot_1272,prot_1342
prot_2118,prot_208
prot_2146,prot_2477
prot_1147,prot_70
prot_103,prot_2406
prot_78,prot_785
prot_1075,prot_708
prot_1195,prot_1710
prot_76,prot_212
prot_2049,prot_297
prot_1867,prot_713
prot_2465,prot_2404
prot_642,prot_1596
prot_767,prot_1961
prot_158,prot_98
prot_2434,prot_2396
prot_1238,prot_2223
prot_1212,prot_470
prot_944,prot_686
prot_1516,prot_111
prot_2453,prot_2412
prot_710,prot_890
prot_2029,prot_2060
prot_1675,prot_2000
prot_1886,prot_55
prot_1576,prot_2039
prot_2329,prot_844
prot_392,prot_130
prot_1919,prot_237
prot_135,prot_68
prot_2357,prot_2269
prot_2047,prot_2463
prot_1544,prot_998
prot_2286,prot_89
prot_1245,prot_692
prot_867,prot_21
prot_1265,prot_1845
prot_1655,prot_464
prot_2131,prot_1550
prot_1206,prot_1495
prot_432,prot_2139
prot_440,prot_1093
prot_748,prot_1724
prot_1949,prot_1632
prot_9,prot_2195
prot_2422,prot_654
prot_463,prot_91
prot_2164,prot_2052
prot_690,prot_701
prot_525,prot_1989
prot_1962,prot_1539
prot_808,prot_2429
prot_1627,prot_1623
prot_2027,prot_648
prot_855,prot_1846
prot_848,prot_629
prot_1728,prot_319
prot_1239,prot_2479
prot_259,prot_1057
prot_2094,prot_147
prot_1097,prot_515
prot_2202,prot_397
prot_2472,prot_8
prot_251,prot_2248
prot_42,prot_1768
prot_33,prot_2008
prot_607,prot_646
prot_197,prot_269
prot_448,prot_498
prot_1383,prot_2282
prot_1916,prot_1770
prot_1272,prot_1225
prot_2118,prot_1740
prot_2146,prot_1472
prot_1147,prot_683
prot_103,prot_2446
prot_78,prot_1590
prot_1075,prot_559
prot_1195,prot_2524
prot_76,prot_539
prot_2049,prot_1998
prot_1867,prot_1398
prot_2465,prot_1644
prot_642,prot_1745
prot_767,prot_1647
prot_2022,prot_104
prot_158,prot_1751
prot_2434,prot_2227
prot_1238,prot_430
prot_1212,prot_2470
prot_944,prot_1349
prot_1516,prot_16
prot_2453,prot_2251
prot_710,prot_1980
prot_524,prot_1754
prot_2029,prot_811
prot_1675,prot_2172
prot_1886,prot_2468
prot_1576,prot_2351
prot_2329,prot_86
prot_392,prot_125
prot_2274,prot_1105
prot_1919,prot_2352
prot_135,prot_1506
prot_2357,prot_1927
prot_2047,prot_1611
prot_1544,prot_1278
prot_2286,prot_1493
prot_1245,prot_966
prot_867,prot_217
prot_1265,prot_97
prot_1655,prot_1764
prot_2131,prot_1281
prot_1206,prot_134
prot_432,prot_2306
prot_440,prot_2013
prot_748,prot_99
prot_1949,prot_735
prot_9,prot_207
prot_2422,prot_450
prot_463,prot_2512
prot_2164,prot_2410
prot_690,prot_1593
prot_723,prot_1451
prot_525,prot_2031
prot_2447,prot_653
prot_1962,prot_385
prot_808,prot_1585
prot_1627,prot_537
prot_2027,prot_573
prot_855,prot_534
prot_848,prot_536
prot_1728,prot_1924
prot_1239,prot_26
prot_259,prot_343
prot_2094,prot_1503
prot_1097,prot_2068
prot_2202,prot_935
prot_2472,prot_915
prot_251,prot_535
prot_42,prot_1390
prot_33,prot_358
prot_607,prot_174
prot_197,prot_365
prot_448,prot_1300
prot_1383,prot_2166
prot_1916,prot_1146
prot_1272,prot_2506
prot_2118,prot_2439
prot_2146,prot_2310
prot_1147,prot_1487
prot_103,prot_284
prot_78,prot_288
prot_1075,prot_927
prot_1195,prot_2323
prot_76,prot_321
prot_2049,prot_287
prot_1867,prot_2050
prot_2465,prot_1474
prot_642,prot_1106
prot_767,prot_1321
prot_2022,prot_1784
prot_158,prot_2185
prot_2434,prot_1437
prot_1238,prot_305
prot_1212,prot_665
prot_944,prot_2277
prot_1516,prot_1883
prot_2453,prot_1677
prot_710,prot_1176
prot_524,prot_2206
prot_2029,prot_477
prot_1675,prot_1131
prot_1886,prot_2083
prot_1576,prot_1608
prot_2329,prot_2464
prot_392,prot_2128
prot_2274,prot_273
prot_1919,prot_827
prot_135,prot_1711
prot_2357,prot_2194
prot_2047,prot_2344
prot_1544,prot_804
prot_2286,prot_1851
prot_1245,prot_1671
prot_867,prot_1073
prot_1265,prot_531
prot_1655,prot_1558
prot_2131,prot_2308
prot_1206,prot_351
prot_432,prot_2133
prot_440,prot_1159
prot_748,prot_2057
prot_1949,prot_96
prot_9,prot_1323
prot_2422,prot_697
prot_463,prot_1664
prot_2164,prot_1107
prot_690,prot_1668
prot_723,prot_587
prot_525,prot_1663
prot_2447,prot_1032
prot_1962,prot_114
prot_808,prot_2020
prot_1627,prot_12
prot_2027,prot_2423
prot_855,prot_2315
prot_848,prot_234
prot_1728,prot_2110
prot_1239,prot_1830
prot_259,prot_1666
prot_2094,prot_2143
prot_1097,prot_1834
prot_2202,prot_2081
prot_2472,prot_1530
prot_251,prot_379
prot_42,prot_1957
prot_33,prot_2032
prot_607,prot_2147
prot_197,prot_378
prot_448,prot_1040
prot_1383,prot_2408
prot_1916,prot_1500
prot_1272,prot_1987
prot_2118,prot_2180
prot_2146,prot_1470
prot_1147,prot_611
prot_103,prot_2100
prot_78,prot_1485
prot_1075,prot_1981
prot_76,prot_1469
prot_2049,prot_40
prot_1867,prot_1088
prot_2465,prot_715
prot_642,prot_19
prot_2022,prot_877
prot_158,prot_1621
prot_2434,prot_728
prot_1212,prot_1517
prot_944,prot_1286
prot_1516,prot_694
prot_2453,prot_880
prot_710,prot_484
prot_524,prot_337
prot_2029,prot_1889
prot_1675,prot_446
prot_1886,prot_1210
prot_1576,prot_1170
prot_2329,prot_1826
prot_392,prot_2224
prot_2274,prot_829
prot_1919,prot_1960
prot_135,prot_496
prot_2357,prot_1194
prot_2047,prot_2339
prot_1544,prot_1288
prot_2286,prot_2382
prot_1245,prot_107
prot_867,prot_886
prot_1265,prot_474
prot_1655,prot_454
prot_2131,prot_2011
prot_1206,prot_126
prot_432,prot_1591
prot_440,prot_1750
prot_748,prot_1793
prot_1949,prot_473
prot_9,prot_1045
prot_2422,prot_2320
prot_463,prot_3
prot_2164,prot_1732
prot_690,prot_1244
prot_723,prot_195
prot_525,prot_1842
prot_2447,prot_223
prot_1962,prot_1266
prot_808,prot_1973
prot_1627,prot_1118
prot_2027,prot_495
prot_855,prot_439
prot_848,prot_2018
prot_1728,prot_1247
prot_1239,prot_1780
prot_259,prot_296
prot_2094,prot_631
prot_1097,prot_1870
prot_2202,prot_1405
prot_2472,prot_1691
prot_251,prot_1466
prot_42,prot_1861
prot_33,prot_858
prot_197,prot_652
prot_448,prot_2307
prot_1383,prot_318
prot_1916,prot_1514
prot_1272,prot_1442
prot_2118,prot_2400
prot_2146,prot_220
prot_103,prot_2204
prot_78,prot_2095
prot_1075,prot_2313
prot_1195,prot_1099
prot_76,prot_972
prot_2049,prot_390
prot_1867,prot_519
prot_2465,prot_793
prot_642,prot_1786
prot_767,prot_931
prot_2022,prot_1930
prot_158,prot_1652
prot_2434,prot_1126
prot_1238,prot_1802
prot_1212,prot_1379
prot_944,prot_1287
prot_1516,prot_1816
prot_2453,prot_2355
prot_710,prot_449
prot_524,prot_1756
prot_2029,prot_627
prot_1675,prot_506
prot_1886,prot_1854
prot_1576,prot_2469
prot_2329,prot_1137
prot_392,prot_783
prot_2274,prot_1773
prot_1919,prot_1450
prot_135,prot_1348
prot_1383,prot_2225
prot_1916,prot_113
prot_1272,prot_2318
prot_2118,prot_2288
prot_2146,prot_1958
prot_1147,prot_31
prot_103,prot_1142
prot_78,prot_660
prot_1075,prot_164
prot_1195,prot_518
prot_76,prot_1904
prot_2049,prot_377
prot_1867,prot_38
prot_2465,prot_1086
prot_642,prot_1213
prot_767,prot_516
prot_2022,prot_333
prot_2434,prot_784
prot_1238,prot_2481
prot_1212,prot_1726
prot_944,prot_1499
prot_1516,prot_644
prot_2453,prot_2514
prot_710,prot_510
prot_524,prot_2241
prot_2029,prot_2451
prot_1675,prot_1638
prot_1886,prot_2208
prot_1576,prot_1939
prot_2329,prot_363
prot_392,prot_1039
prot_2274,prot_332
prot_135,prot_1777
prot_2357,prot_1005
prot_2047,prot_1597
prot_1544,prot_84
prot_1245,prot_917
prot_867,prot_1532
