proteinA,proteinB
prot_1093,prot_1183
prot_1093,prot_2441
prot_1470,prot_1777
prot_559,prot_1777
prot_2013,prot_1777
prot_99,prot_1777
prot_334,prot_1777
prot_269,prot_411
prot_269,prot_1099
prot_1099,prot_2177
prot_411,prot_1099
prot_2177,prot_325
prot_2013,prot_194
prot_2013,prot_1984
prot_2013,prot_336
prot_2013,prot_1408
prot_2013,prot_307
prot_2013,prot_573
prot_2013,prot_1924
prot_2013,prot_2441
prot_2013,prot_1462
prot_1470,prot_1984
prot_99,prot_1984
prot_1831,prot_1984
prot_226,prot_1984
prot_924,prot_1446
prot_924,prot_2136
prot_924,prot_46
prot_1737,prot_336
prot_1998,prot_1540
prot_1998,prot_336
prot_1998,prot_307
prot_1924,prot_1998
prot_2441,prot_1998
prot_1207,prot_1635
prot_1451,prot_1632
prot_194,prot_1451
prot_1451,prot_336
prot_539,prot_1632
prot_334,prot_1451
prot_334,prot_1632
prot_534,prot_194
prot_534,prot_357
prot_534,prot_336
prot_2524,prot_1924
prot_1924,prot_573
prot_334,prot_1504
prot_1971,prot_2401
prot_19,prot_1036
prot_1076,prot_1640
prot_381,prot_1640
prot_1640,prot_1640
prot_19,prot_1901
prot_1901,prot_2095
prot_1901,prot_1094
prot_19,prot_1621
prot_102,prot_972
prot_102,prot_1508
prot_102,prot_2229
prot_102,prot_1193
prot_102,prot_1826
prot_102,prot_1434
prot_2415,prot_102
prot_972,prot_1508
prot_972,prot_2229
prot_972,prot_1193
prot_972,prot_1826
prot_1508,prot_2229
prot_1508,prot_1193
prot_1508,prot_1826
prot_2229,prot_1193
prot_2229,prot_1826
prot_1193,prot_1826
prot_1418,prot_2255
prot_1418,prot_1196
prot_1418,prot_2336
prot_1418,prot_691
prot_1418,prot_1328
prot_1433,prot_1418
prot_2255,prot_1196
prot_2255,prot_2336
prot_2255,prot_691
prot_2255,prot_1328
prot_1433,prot_2255
prot_1196,prot_2336
prot_1196,prot_691
prot_1196,prot_1328
prot_1433,prot_1196
prot_2336,prot_691
prot_2336,prot_1328
prot_1433,prot_2336
prot_1433,prot_1328
prot_223,prot_1645
prot_652,prot_1901
prot_2448,prot_1658
prot_711,prot_952
prot_711,prot_862
prot_711,prot_727
prot_1238,prot_24
prot_24,prot_839
prot_293,prot_24
prot_2045,prot_24
prot_1159,prot_24
prot_1651,prot_24
prot_24,prot_2493
prot_2519,prot_1136
prot_2326,prot_2519
prot_2032,prot_2020
prot_581,prot_2020
prot_2020,prot_1194
prot_2020,prot_2339
prot_2020,prot_1960
prot_2020,prot_496
prot_1784,prot_2020
prot_19,prot_1831
prot_1067,prot_1831
prot_19,prot_226
prot_1067,prot_226
prot_877,prot_2360
prot_1107,prot_1975
prot_1107,prot_477
prot_726,prot_420
prot_420,prot_1730
prot_293,prot_293
prot_1544,prot_2047
prot_2047,prot_2286
prot_2047,prot_399
prot_1005,prot_2047
prot_1544,prot_2286
prot_1544,prot_399
prot_1005,prot_1544
prot_2286,prot_399
prot_1005,prot_2286
prot_1246,prot_1397
prot_1246,prot_135
prot_399,prot_1397
prot_1005,prot_399
prot_399,prot_524
prot_687,prot_507
prot_1067,prot_687
prot_25,prot_685
prot_711,prot_25
prot_1940,prot_1940
prot_1533,prot_187
prot_187,prot_2216
prot_2475,prot_1840
prot_1244,prot_13
prot_1244,prot_1431
prot_101,prot_2521
prot_1930,prot_2489
prot_1930,prot_1324
prot_1930,prot_1597
prot_1930,prot_1718
prot_1930,prot_291
prot_1930,prot_1340
prot_1104,prot_2022
prot_1569,prot_2471
prot_1303,prot_2471
prot_1569,prot_1303
prot_352,prot_1669
prot_1669,prot_258
prot_659,prot_1523
prot_1552,prot_546
prot_1505,prot_1065
prot_56,prot_1501
prot_1985,prot_1053
prot_1823,prot_1378
prot_1295,prot_84
prot_2068,prot_1503
prot_19,prot_1503
prot_2157,prot_1559
prot_2382,prot_2076
prot_2382,prot_125
prot_2382,prot_1754
prot_2382,prot_1757
prot_1532,prot_1258
prot_2066,prot_1258
prot_155,prot_483
prot_1502,prot_1189
prot_1502,prot_351
prot_1189,prot_1558
prot_1189,prot_351
prot_1189,prot_2382
prot_905,prot_203
prot_2304,prot_563
prot_1915,prot_1651
prot_1915,prot_28
prot_1915,prot_1652
prot_44,prot_2057
prot_380,prot_2083
prot_442,prot_442
prot_2014,prot_1092
prot_2014,prot_1654
prot_474,prot_1676
prot_1323,prot_2521
prot_1088,prot_2521
prot_2090,prot_2108
prot_44,prot_44
prot_44,prot_214
prot_44,prot_168
prot_1929,prot_1929
prot_2192,prot_835
prot_1135,prot_1903
prot_2262,prot_1903
prot_1462,prot_537
prot_1462,prot_539
prot_1462,prot_559
prot_26,prot_1462
prot_868,prot_809
prot_1616,prot_868
prot_20,prot_1197
prot_675,prot_2171
prot_1355,prot_1081
prot_354,prot_1587
prot_354,prot_256
prot_354,prot_1995
prot_931,prot_354
prot_931,prot_2430
prot_931,prot_527
prot_931,prot_2103
prot_931,prot_1767
prot_931,prot_1821
prot_1040,prot_241
prot_1040,prot_1040
prot_1995,prot_1040
prot_1040,prot_2258
prot_1040,prot_577
prot_1995,prot_1682
prot_924,prot_924
prot_1446,prot_2136
prot_738,prot_2136
prot_2374,prot_1923
prot_1923,prot_1473
prot_1446,prot_1473
prot_1446,prot_2374
prot_1629,prot_1467
prot_1467,prot_1247
prot_439,prot_1467
prot_1467,prot_1283
prot_1467,prot_878
prot_937,prot_1629
prot_937,prot_522
prot_978,prot_1629
prot_1467,prot_513
prot_937,prot_513
prot_1629,prot_513
prot_356,prot_513
prot_878,prot_513
prot_978,prot_2209
prot_1629,prot_1793
prot_978,prot_1793
prot_1467,prot_1793
prot_1793,prot_2018
prot_1793,prot_513
prot_1793,prot_522
prot_1629,prot_1247
prot_356,prot_1247
prot_1247,prot_513
prot_1247,prot_734
prot_1629,prot_734
prot_734,prot_513
prot_734,prot_522
prot_734,prot_1774
prot_356,prot_522
prot_356,prot_1774
prot_1629,prot_1798
prot_1890,prot_1890
prot_340,prot_2145
prot_1650,prot_2145
prot_661,prot_2145
prot_2382,prot_1295
prot_108,prot_1805
prot_108,prot_1351
prot_1207,prot_1986
prot_951,prot_350
prot_951,prot_1997
prot_951,prot_1311
prot_951,prot_2233
prot_1805,prot_2184
prot_404,prot_1665
prot_1443,prot_404
prot_568,prot_404
prot_2415,prot_1781
prot_1836,prot_1805
prot_1836,prot_1022
prot_1836,prot_1079
prot_1836,prot_1322
prot_162,prot_2007
prot_1490,prot_2035
prot_2278,prot_2035
prot_1443,prot_1665
prot_1443,prot_1443
prot_1443,prot_1524
prot_1823,prot_1760
prot_1823,prot_1997
prot_1823,prot_582
prot_1823,prot_2080
prot_1659,prot_79
prot_1659,prot_1716
prot_1659,prot_472
prot_1659,prot_1324
prot_1808,prot_2212
prot_816,prot_1237
prot_703,prot_1885
prot_1443,prot_1805
prot_1805,prot_537
prot_268,prot_616
prot_1277,prot_616
prot_1667,prot_2042
prot_1173,prot_1667
prot_404,prot_2198
prot_1443,prot_2198
prot_2198,prot_1805
prot_2198,prot_803
prot_2198,prot_2278
prot_416,prot_2198
prot_2198,prot_343
prot_2198,prot_1864
prot_2198,prot_2415
prot_1443,prot_2278
prot_1805,prot_2278
prot_416,prot_2278
prot_343,prot_2278
prot_2278,prot_1864
prot_2415,prot_2278
prot_1635,prot_1388
prot_1388,prot_306
prot_1388,prot_879
prot_49,prot_1388
prot_1173,prot_743
prot_159,prot_641
prot_1635,prot_661
prot_661,prot_646
prot_661,prot_1195
prot_857,prot_670
prot_857,prot_1704
prot_857,prot_1934
prot_1533,prot_1330
prot_1330,prot_1805
prot_711,prot_1345
prot_2137,prot_1207
prot_1318,prot_298
prot_1100,prot_298
prot_2285,prot_576
prot_558,prot_2285
prot_2285,prot_1085
prot_2285,prot_1656
prot_1713,prot_2285
prot_2285,prot_529
prot_1096,prot_1318
prot_1318,prot_1100
prot_1318,prot_1110
prot_1096,prot_327
prot_1096,prot_65
prot_1453,prot_1100
prot_2524,prot_1100
prot_198,prot_1100
prot_1100,prot_4
prot_1100,prot_2071
prot_428,prot_200
prot_536,prot_2189
prot_65,prot_2189
prot_1713,prot_702
prot_630,prot_94
prot_630,prot_634
prot_1522,prot_65
prot_693,prot_65
prot_1903,prot_2317
prot_2456,prot_1333
prot_1795,prot_474
prot_190,prot_1805
prot_190,prot_2278
prot_1915,prot_190
prot_927,prot_288
prot_927,prot_1292
prot_927,prot_927
prot_1267,prot_1267
prot_2456,prot_2358
prot_1713,prot_2358
prot_2358,prot_596
prot_1935,prot_1011
prot_1631,prot_1559
prot_1559,prot_704
prot_1559,prot_202
prot_404,prot_1378
prot_1635,prot_252
prot_1635,prot_1635
prot_1635,prot_623
prot_1635,prot_1743
prot_1635,prot_1555
prot_1635,prot_1169
prot_1635,prot_54
prot_1635,prot_1173
prot_1656,prot_1110
prot_1479,prot_1479
prot_2064,prot_2470
prot_1323,prot_2470
prot_2470,prot_908
prot_2015,prot_704
prot_2326,prot_750
prot_2326,prot_359
prot_2326,prot_2240
prot_1940,prot_1805
prot_1940,prot_1173
prot_1940,prot_1351
prot_1940,prot_49
prot_1742,prot_2135
prot_1742,prot_1635
prot_600,prot_2135
prot_1635,prot_600
prot_2135,prot_593
prot_1635,prot_593
prot_907,prot_2135
prot_1635,prot_907
prot_2135,prot_554
prot_1635,prot_2517
prot_2135,prot_2441
prot_1635,prot_676
prot_1635,prot_1069
prot_1635,prot_1201
prot_1635,prot_1462
prot_1635,prot_1984
prot_1635,prot_1593
prot_1635,prot_2486
prot_1635,prot_471
prot_1635,prot_1454
prot_1635,prot_406
prot_1635,prot_2021
prot_1635,prot_1386
prot_1635,prot_2407
prot_1760,prot_548
prot_737,prot_548
prot_1408,prot_548
prot_2461,prot_548
prot_1653,prot_548
prot_1173,prot_548
prot_866,prot_548
prot_1207,prot_841
prot_1978,prot_1832
prot_1635,prot_219
prot_1635,prot_923
prot_1635,prot_1368
prot_1635,prot_1206
prot_1635,prot_506
prot_2135,prot_1173
prot_661,prot_2135
prot_1173,prot_1997
prot_2135,prot_1169
prot_2135,prot_222
prot_1635,prot_222
prot_1932,prot_209
prot_2415,prot_1805
prot_2415,prot_231
prot_2415,prot_717
prot_373,prot_2415
prot_2415,prot_1864
prot_2415,prot_2415
prot_2448,prot_441
prot_441,prot_1078
prot_441,prot_2459
prot_441,prot_1206
prot_441,prot_1420
prot_441,prot_1311
prot_441,prot_1698
prot_441,prot_2242
prot_441,prot_1753
prot_441,prot_1046
prot_441,prot_577
prot_337,prot_441
prot_1528,prot_441
prot_441,prot_1865
prot_441,prot_254
prot_441,prot_1052
prot_441,prot_1269
prot_441,prot_815
prot_441,prot_1438
prot_441,prot_1098
prot_1798,prot_441
prot_683,prot_683
prot_683,prot_903
prot_683,prot_431
prot_1897,prot_170
prot_1091,prot_1091
prot_1091,prot_903
prot_1667,prot_1667
prot_57,prot_57
prot_57,prot_246
prot_57,prot_2259
prot_1449,prot_1449
prot_411,prot_903
prot_1947,prot_2488
prot_683,prot_938
prot_683,prot_2510
prot_903,prot_2510
prot_2510,prot_2510
prot_2510,prot_1535
prot_1665,prot_281
prot_431,prot_1535
prot_1227,prot_1459
prot_501,prot_1947
prot_1358,prot_1947
prot_81,prot_1785
prot_1785,prot_2215
prot_2284,prot_1785
prot_2415,prot_1434
prot_925,prot_2496
prot_925,prot_980
prot_925,prot_2416
prot_2416,prot_2416
prot_925,prot_2107
prot_925,prot_566
prot_925,prot_1486
prot_925,prot_999
prot_925,prot_753
prot_925,prot_953
prot_1024,prot_925
prot_925,prot_1025
prot_925,prot_1827
prot_925,prot_565
prot_925,prot_560
prot_925,prot_1775
prot_925,prot_1343
prot_979,prot_925
prot_2416,prot_566
prot_2416,prot_1486
prot_2416,prot_999
prot_2416,prot_753
prot_2416,prot_953
prot_1024,prot_2416
prot_2416,prot_1025
prot_2416,prot_1827
prot_2416,prot_565
prot_2416,prot_560
prot_2416,prot_1775
prot_2416,prot_1343
prot_979,prot_2416
prot_2416,prot_2107
prot_953,prot_560
prot_753,prot_560
prot_565,prot_560
prot_560,prot_1775
prot_753,prot_1775
prot_953,prot_1775
prot_565,prot_1775
prot_2496,prot_2416
prot_753,prot_953
prot_1024,prot_953
prot_1487,prot_587
prot_1254,prot_587
prot_737,prot_737
prot_559,prot_589
prot_191,prot_2367
prot_2306,prot_286
prot_1074,prot_1006
prot_465,prot_1761
prot_1761,prot_388
prot_1262,prot_705
prot_2179,prot_971
prot_1986,prot_88
prot_1230,prot_1113
prot_1230,prot_1709
prot_1230,prot_229
prot_1003,prot_1006
prot_1552,prot_1523
prot_189,prot_678
prot_1828,prot_2388
prot_322,prot_2209
prot_2296,prot_755
prot_1108,prot_757
prot_1552,prot_289
prot_587,prot_289
prot_2421,prot_2421
prot_2275,prot_1185
prot_1592,prot_2069
prot_1592,prot_2499
prot_2259,prot_1788
prot_1860,prot_1277
prot_661,prot_1837
prot_1886,prot_2029
prot_265,prot_620
prot_2080,prot_605
prot_240,prot_840
prot_2103,prot_1767
prot_1476,prot_1224
prot_1701,prot_1701
prot_812,prot_2321
prot_2014,prot_451
prot_1795,prot_2051
prot_334,prot_698
prot_334,prot_2342
prot_334,prot_836
prot_2155,prot_1563
prot_667,prot_2293
prot_1108,prot_517
prot_998,prot_1590
prot_280,prot_1694
prot_2434,prot_283
prot_995,prot_973
prot_536,prot_1186
prot_1267,prot_1487
prot_1357,prot_2332
prot_1077,prot_670
prot_26,prot_26
prot_1780,prot_769
prot_2211,prot_1567
prot_2285,prot_539
prot_539,prot_65
prot_1186,prot_539
prot_539,prot_2189
prot_2129,prot_539
prot_537,prot_539
prot_617,prot_539
prot_1924,prot_539
prot_2264,prot_539
prot_604,prot_539
prot_673,prot_539
prot_539,prot_671
prot_929,prot_539
prot_1246,prot_539
prot_539,prot_2217
prot_539,prot_482
prot_2415,prot_145
prot_2204,prot_1942
prot_509,prot_209
prot_209,prot_2183
prot_432,prot_209
prot_209,prot_2024
prot_209,prot_575
prot_209,prot_2364
prot_451,prot_955
prot_1087,prot_274
prot_1087,prot_1087
prot_1829,prot_1818
prot_2058,prot_6
prot_1675,prot_1675
prot_2017,prot_154
prot_2017,prot_1570
prot_2017,prot_1606
prot_626,prot_2070
prot_1886,prot_1544
prot_2478,prot_559
prot_2478,prot_2399
prot_1492,prot_1745
prot_1167,prot_350
prot_2183,prot_2183
prot_1104,prot_215
prot_1527,prot_882
prot_386,prot_2419
prot_1761,prot_1679
prot_608,prot_1778
prot_2075,prot_2075
prot_2072,prot_1910
prot_840,prot_216
prot_1731,prot_1731
prot_527,prot_1821
prot_1732,prot_2045
prot_623,prot_1478
prot_1997,prot_743
prot_2507,prot_1044
prot_946,prot_613
prot_1919,prot_570
prot_537,prot_482
prot_2129,prot_482
prot_1941,prot_1087
prot_1941,prot_670
prot_1022,prot_801
prot_2365,prot_2515
prot_1622,prot_1622
prot_1539,prot_2473
prot_329,prot_910
prot_559,prot_470
prot_922,prot_922
prot_313,prot_179
prot_658,prot_313
prot_313,prot_744
prot_313,prot_948
prot_313,prot_2372
prot_313,prot_297
prot_313,prot_2455
prot_1629,prot_696
prot_1890,prot_696
prot_319,prot_414
prot_2433,prot_238
prot_1492,prot_2429
prot_1809,prot_690
prot_1545,prot_2525
prot_1344,prot_1102
prot_1084,prot_530
prot_530,prot_871
prot_530,prot_1881
prot_2349,prot_1724
prot_362,prot_514
prot_1704,prot_575
prot_2475,prot_888
prot_383,prot_537
prot_143,prot_1574
prot_2181,prot_408
prot_1774,prot_1266
prot_1408,prot_492
prot_673,prot_740
prot_324,prot_512
prot_1636,prot_2319
prot_2307,prot_2297
prot_1498,prot_2307
prot_2307,prot_1834
prot_1881,prot_2394
prot_1106,prot_2283
prot_1808,prot_2283
prot_696,prot_2283
prot_2283,prot_1031
prot_285,prot_2283
prot_1388,prot_2283
prot_2283,prot_2104
prot_1747,prot_2283
prot_2086,prot_1402
prot_2434,prot_158
prot_1936,prot_148
prot_1539,prot_1700
prot_1023,prot_749
prot_1094,prot_2095
prot_1095,prot_500
prot_612,prot_378
prot_1388,prot_2078
prot_2140,prot_1653
prot_1769,prot_1731
prot_1444,prot_1087
prot_1620,prot_1576
prot_1734,prot_1376
prot_586,prot_1295
prot_1547,prot_1547
prot_1553,prot_1035
prot_534,prot_1246
prot_534,prot_604
prot_534,prot_617
prot_534,prot_1108
prot_534,prot_1186
prot_405,prot_634
prot_2065,prot_433
prot_441,prot_537
prot_2106,prot_1103
prot_2030,prot_1743
prot_2072,prot_2279
prot_25,prot_1951
prot_832,prot_324
prot_280,prot_1912
prot_2309,prot_549
prot_1443,prot_2061
prot_1448,prot_1748
prot_1448,prot_2189
prot_1419,prot_274
prot_1172,prot_472
prot_638,prot_884
prot_2154,prot_2154
prot_1639,prot_2520
prot_280,prot_1693
prot_1936,prot_92
prot_2170,prot_386
prot_2227,prot_1423
prot_2227,prot_1771
prot_2227,prot_2227
prot_2227,prot_2415
prot_101,prot_2415
prot_1244,prot_2415
prot_409,prot_1181
prot_409,prot_409
prot_858,prot_1067
prot_1067,prot_337
prot_858,prot_909
prot_2157,prot_2358
prot_2358,prot_1257
prot_2108,prot_1257
prot_2157,prot_2108
prot_2108,prot_1818
prot_2173,prot_209
prot_209,prot_1168
prot_1015,prot_1168
prot_743,prot_2215
prot_743,prot_743
prot_1835,prot_743
prot_2325,prot_1785
prot_342,prot_2325
prot_1665,prot_2325
prot_1443,prot_2325
prot_1520,prot_686
prot_1520,prot_957
prot_1520,prot_204
prot_1520,prot_81
prot_1244,prot_1434
prot_402,prot_1921
prot_1659,prot_1805
prot_2200,prot_630
prot_2200,prot_1118
prot_2200,prot_1668
prot_708,prot_1668
prot_708,prot_1118
prot_2200,prot_708
prot_1204,prot_1668
prot_2200,prot_1138
prot_1130,prot_2200
prot_1130,prot_1500
prot_1648,prot_1734
prot_1267,prot_284
prot_1267,prot_1948
prot_1948,prot_1948
prot_1267,prot_390
prot_284,prot_390
prot_1948,prot_390
prot_2346,prot_690
prot_612,prot_1087
prot_612,prot_18
prot_895,prot_262
prot_262,prot_1381
prot_895,prot_2025
prot_1978,prot_1978
prot_951,prot_1360
prot_1210,prot_814
prot_1334,prot_814
prot_1835,prot_1926
prot_275,prot_341
prot_2329,prot_1027
prot_1742,prot_1649
prot_1808,prot_1056
prot_1612,prot_1840
prot_1840,prot_694
prot_952,prot_2155
prot_382,prot_2155
prot_1040,prot_1259
prot_372,prot_310
prot_1860,prot_1520
prot_1652,prot_1649
prot_1742,prot_1652
prot_1137,prot_2099
prot_1199,prot_1668
prot_1199,prot_2369
prot_858,prot_1559
prot_858,prot_2188
prot_858,prot_1527
prot_858,prot_2095
prot_1433,prot_1651
prot_1651,prot_1328
prot_1651,prot_691
prot_1651,prot_1418
prot_2456,prot_619
prot_1915,prot_1177
prot_1915,prot_779
prot_1249,prot_1915
prot_1915,prot_1614
prot_1413,prot_1614
prot_1614,prot_1013
prot_404,prot_1581
prot_1636,prot_433
prot_1178,prot_433
prot_2005,prot_943
prot_2005,prot_2343
prot_2005,prot_2246
prot_2005,prot_2402
prot_2005,prot_2414
prot_2005,prot_1474
prot_2005,prot_1439
prot_2005,prot_526
prot_2005,prot_2342
prot_2005,prot_1607
prot_2005,prot_368
prot_2005,prot_493
prot_2005,prot_936
prot_2005,prot_963
prot_2005,prot_1820
prot_2005,prot_977
prot_2005,prot_900
prot_2005,prot_1482
prot_2005,prot_558
prot_2005,prot_440
prot_1217,prot_2005
prot_2005,prot_1558
prot_2005,prot_826
prot_2005,prot_461
prot_2005,prot_1711
prot_2005,prot_739
prot_2005,prot_2426
prot_2005,prot_2498
prot_2005,prot_860
prot_2005,prot_310
prot_2005,prot_392
prot_2005,prot_1059
prot_2005,prot_2188
prot_2005,prot_1625
prot_1524,prot_1625
prot_1741,prot_1524
prot_1741,prot_1625
prot_2005,prot_942
prot_318,prot_1959
prot_108,prot_1173
prot_1087,prot_1581
prot_2184,prot_1863
prot_2415,prot_2184
prot_1835,prot_1781
prot_1781,prot_1322
prot_1835,prot_1836
prot_1665,prot_196
prot_1835,prot_1823
prot_1237,prot_1636
prot_2198,prot_2198
prot_2198,prot_1863
prot_2278,prot_1863
prot_2214,prot_893
prot_2214,prot_295
prot_1408,prot_1581
prot_2326,prot_1635
prot_1635,prot_1940
prot_1635,prot_1351
prot_1635,prot_2240
prot_1635,prot_49
prot_2326,prot_1743
prot_2508,prot_1863
prot_2415,prot_2508
prot_2415,prot_1863
prot_1412,prot_380
prot_2456,prot_2262
prot_2456,prot_1704
prot_2192,prot_2456
prot_1323,prot_311
prot_2192,prot_1549
prot_971,prot_835
prot_2192,prot_255
prot_1316,prot_1839
prot_1399,prot_1399
prot_334,prot_1321
prot_1054,prot_1119
prot_1119,prot_1321
prot_481,prot_2419
prot_481,prot_341
prot_481,prot_275
prot_481,prot_746
prot_481,prot_182
prot_1612,prot_2028
prot_323,prot_2456
prot_2456,prot_2456
prot_323,prot_1333
prot_380,prot_401
prot_675,prot_1624
prot_675,prot_72
prot_952,prot_643
prot_19,prot_2157
prot_1808,prot_1816
prot_1808,prot_1808
prot_1922,prot_218
prot_1650,prot_218
prot_661,prot_218
prot_1936,prot_2392
prot_1974,prot_2312
prot_1137,prot_1974
prot_2170,prot_1974
prot_1905,prot_787
prot_1326,prot_1748
prot_1264,prot_818
prot_1264,prot_1326
prot_1326,prot_818
prot_1748,prot_818
prot_1264,prot_1748
prot_1153,prot_242
prot_1153,prot_1680
prot_1153,prot_1101
prot_1153,prot_290
prot_1153,prot_2179
prot_1817,prot_276
prot_1637,prot_257
prot_2003,prot_257
prot_1354,prot_403
prot_1107,prot_914
prot_914,prot_477
prot_1405,prot_477
prot_1107,prot_1405
prot_169,prot_970
prot_1367,prot_970
prot_970,prot_763
prot_1381,prot_142
prot_1381,prot_1128
prot_2335,prot_1128
prot_2136,prot_959
prot_1821,prot_384
prot_527,prot_384
prot_71,prot_1280
prot_71,prot_169
prot_71,prot_764
prot_71,prot_1387
prot_280,prot_1387
prot_1693,prot_1387
prot_2172,prot_2468
prot_683,prot_2172
prot_2510,prot_2172
prot_2151,prot_2172
prot_2151,prot_2468
prot_683,prot_2468
prot_2510,prot_2468
prot_2151,prot_475
prot_2465,prot_76
prot_2465,prot_2049
prot_1132,prot_1523
prot_1523,prot_574
prot_1104,prot_1523
prot_1132,prot_1999
prot_1999,prot_1104
prot_1132,prot_2044
prot_764,prot_1104
prot_1104,prot_1867
prot_1627,prot_1999
prot_2399,prot_2261
prot_280,prot_2399
prot_1693,prot_2399
prot_1194,prot_287
prot_496,prot_287
prot_2020,prot_287
prot_2032,prot_287
prot_1784,prot_287
prot_2045,prot_287
prot_1451,prot_173
prot_1451,prot_2223
prot_559,prot_1451
prot_1451,prot_105
prot_1451,prot_36
prot_539,prot_735
prot_383,prot_1451
prot_1451,prot_1585
prot_1451,prot_357
prot_1451,prot_16
prot_99,prot_1451
prot_1451,prot_2058
prot_1451,prot_470
prot_1737,prot_1451
prot_1451,prot_1342
prot_24,prot_1451
prot_1888,prot_1451
prot_1451,prot_1694
prot_280,prot_1451
prot_1451,prot_203
prot_643,prot_1451
prot_536,prot_383
prot_536,prot_1585
prot_536,prot_357
prot_536,prot_1462
prot_536,prot_186
prot_536,prot_16
prot_536,prot_99
prot_536,prot_2058
prot_536,prot_2223
prot_536,prot_559
prot_536,prot_470
prot_536,prot_1739
prot_536,prot_24
prot_536,prot_334
prot_534,prot_383
prot_534,prot_1585
prot_534,prot_2441
prot_534,prot_1082
prot_534,prot_16
prot_99,prot_534
prot_534,prot_2223
prot_534,prot_559
prot_534,prot_470
prot_534,prot_1739
prot_534,prot_24
prot_334,prot_534
prot_534,prot_186
prot_537,prot_207
prot_537,prot_1585
prot_537,prot_357
prot_537,prot_1447
prot_2441,prot_537
prot_537,prot_16
prot_1307,prot_537
prot_99,prot_537
prot_194,prot_537
prot_537,prot_903
prot_537,prot_2223
prot_559,prot_537
prot_537,prot_470
prot_537,prot_1342
prot_1739,prot_537
prot_1966,prot_537
prot_24,prot_537
prot_537,prot_105
prot_537,prot_1661
prot_334,prot_537
prot_537,prot_573
prot_537,prot_186
prot_539,prot_1585
prot_357,prot_539
prot_441,prot_539
prot_539,prot_385
prot_2441,prot_539
prot_1082,prot_539
prot_539,prot_1984
prot_539,prot_186
prot_336,prot_539
prot_194,prot_539
prot_99,prot_539
prot_539,prot_2223
prot_539,prot_470
prot_1739,prot_539
prot_1966,prot_539
prot_24,prot_539
prot_2379,prot_539
prot_334,prot_539
prot_280,prot_539
prot_357,prot_735
prot_99,prot_735
prot_2348,prot_735
prot_2058,prot_735
prot_30,prot_735
prot_24,prot_735
prot_334,prot_735
prot_99,prot_2348
prot_99,prot_2058
prot_99,prot_30
prot_99,prot_24
prot_2013,prot_2348
prot_2013,prot_30
prot_2013,prot_24
prot_2369,prot_406
prot_361,prot_2369
prot_1167,prot_2369
prot_19,prot_1067
prot_2209,prot_1467
prot_2209,prot_513
prot_2209,prot_1793
prot_2209,prot_1247
prot_2209,prot_734
prot_905,prot_2500
prot_2500,prot_1337
prot_1333,prot_748
prot_1333,prot_2500
prot_1333,prot_1337
prot_748,prot_2500
prot_178,prot_1772
prot_178,prot_1695
prot_1695,prot_1695
prot_294,prot_1695
prot_294,prot_294
prot_294,prot_178
prot_1613,prot_2401
prot_342,prot_1785
prot_1665,prot_1785
prot_1443,prot_1785
prot_342,prot_1443
prot_342,prot_1665
prot_2273,prot_690
prot_690,prot_2345
prot_1668,prot_513
prot_2200,prot_513
prot_637,prot_513
prot_439,prot_513
prot_513,prot_1973
prot_513,prot_1266
prot_513,prot_1774
prot_522,prot_513
prot_1750,prot_513
prot_978,prot_513
prot_356,prot_1668
prot_2200,prot_356
prot_439,prot_356
prot_356,prot_495
prot_356,prot_1118
prot_356,prot_1973
prot_356,prot_1266
prot_356,prot_734
prot_2249,prot_356
prot_637,prot_1629
prot_1467,prot_734
prot_1999,prot_1523
prot_1647,prot_237
prot_1360,prot_840
prot_1061,prot_2487
prot_1095,prot_1061
prot_764,prot_1061
prot_764,prot_2487
prot_2025,prot_1104
prot_2054,prot_777
prot_1644,prot_2429
prot_1644,prot_731
prot_1647,prot_653
prot_653,prot_237
prot_1679,prot_2460
prot_2460,prot_1678
prot_2460,prot_1174
prot_992,prot_1018
prot_992,prot_976
prot_992,prot_1464
prot_232,prot_964
prot_502,prot_232
prot_2280,prot_232
prot_502,prot_964
prot_232,prot_1714
prot_964,prot_1714
prot_502,prot_1714
prot_2280,prot_1714
prot_502,prot_502
prot_924,prot_167
prot_2054,prot_167
prot_1593,prot_2031
prot_1647,prot_2031
prot_1995,prot_2466
prot_1995,prot_2258
prot_1995,prot_430
prot_1995,prot_2062
prot_430,prot_2062
prot_2311,prot_2440
prot_2311,prot_2311
prot_446,prot_1440
prot_1623,prot_1440
prot_1945,prot_2063
prot_929,prot_2063
prot_2374,prot_1473
prot_1783,prot_2468
prot_474,prot_1733
prot_160,prot_1733
prot_725,prot_1092
prot_2356,prot_304
prot_1423,prot_1423
prot_2307,prot_858
prot_1299,prot_2366
prot_1767,prot_1299
prot_1380,prot_1299
prot_527,prot_1299
prot_2103,prot_1299
prot_1821,prot_1299
prot_108,prot_340
prot_340,prot_941
prot_1922,prot_340
prot_412,prot_340
prot_372,prot_108
prot_1693,prot_2261
prot_280,prot_2261
prot_1704,prot_714
prot_2192,prot_714
prot_868,prot_540
prot_540,prot_136
prot_1974,prot_1974
prot_1015,prot_1081
prot_1355,prot_1015
prot_2419,prot_2419
prot_182,prot_2419
prot_372,prot_690
prot_1841,prot_628
prot_756,prot_628
prot_1929,prot_628
prot_1273,prot_628
prot_1692,prot_628
prot_410,prot_628
