proteinA,proteinB
prot_199,prot_1860
prot_179,prot_1320
prot_946,prot_1723
prot_1781,prot_980
prot_2644,prot_2007
prot_401,prot_651
prot_259,prot_2515
prot_1963,prot_2452
prot_1003,prot_277
prot_356,prot_2259
prot_201,prot_2766
prot_1988,prot_2048
prot_4,prot_277
prot_2072,prot_1283
prot_2507,prot_2437
prot_2457,prot_739
prot_965,prot_1899
prot_192,prot_1307
prot_1372,prot_1029
prot_2204,prot_2522
prot_1560,prot_2632
prot_1316,prot_1089
prot_2557,prot_1403
prot_803,prot_1563
prot_229,prot_2736
prot_161,prot_2511
prot_2232,prot_2575
prot_1143,prot_329
prot_1999,prot_406
prot_255,prot_2573
prot_1327,prot_2281
prot_2647,prot_1158
prot_277,prot_1
prot_511,prot_2299
prot_108,prot_619
prot_832,prot_1902
prot_230,prot_1135
prot_1089,prot_1491
prot_2786,prot_1519
prot_1835,prot_826
prot_283,prot_2701
prot_1903,prot_823
prot_1635,prot_615
prot_507,prot_1515
prot_594,prot_2776
prot_1299,prot_927
prot_1847,prot_2683
prot_2202,prot_1304
prot_578,prot_999
prot_1903,prot_1344
prot_2491,prot_685
prot_2658,prot_2039
prot_612,prot_2084
prot_312,prot_1872
prot_2097,prot_2219
prot_2419,prot_1432
prot_1112,prot_471
prot_2580,prot_1989
prot_1624,prot_65
prot_2310,prot_2755
prot_2519,prot_2280
prot_956,prot_172
prot_1241,prot_233
prot_1988,prot_2742
prot_229,prot_2179
prot_1765,prot_2385
prot_277,prot_1348
prot_1412,prot_913
prot_476,prot_876
prot_2632,prot_333
prot_1860,prot_2812
prot_1624,prot_2529
prot_2600,prot_1797
prot_327,prot_1729
prot_1074,prot_415
prot_2132,prot_1834
prot_2030,prot_1496
prot_2347,prot_686
prot_1860,prot_1977
prot_858,prot_1294
prot_953,prot_937
prot_1758,prot_843
prot_799,prot_2213
prot_2826,prot_703
prot_1612,prot_711
prot_1224,prot_1223
prot_878,prot_2830
prot_1681,prot_2612
prot_1112,prot_1314
prot_1045,prot_951
prot_1588,prot_979
prot_1275,prot_277
prot_73,prot_1060
prot_1834,prot_40
prot_373,prot_1462
prot_1624,prot_1934
prot_2136,prot_1494
prot_1964,prot_1201
prot_2357,prot_132
prot_1225,prot_1380
prot_911,prot_2741
prot_2052,prot_619
prot_1447,prot_1993
prot_648,prot_20
prot_1427,prot_814
prot_1610,prot_1555
prot_1567,prot_461
prot_2516,prot_1993
prot_1723,prot_1177
prot_2099,prot_1499
prot_2543,prot_1349
prot_1852,prot_2409
prot_2357,prot_1982
prot_1223,prot_1322
prot_612,prot_1551
prot_176,prot_2777
prot_199,prot_1977
prot_2072,prot_2604
prot_1932,prot_1852
prot_2430,prot_1624
prot_106,prot_2289
prot_1736,prot_752
prot_2833,prot_929
prot_2508,prot_1392
prot_952,prot_291
prot_2791,prot_229
prot_1064,prot_929
prot_1443,prot_1415
prot_2710,prot_236
prot_76,prot_1248
prot_1610,prot_1525
prot_334,prot_929
prot_2084,prot_1213
prot_340,prot_1470
prot_646,prot_931
prot_1796,prot_1989
prot_800,prot_2567
prot_946,prot_196
prot_117,prot_2528
prot_1505,prot_260
prot_1863,prot_1088
prot_10,prot_1754
prot_1993,prot_2683
prot_1499,prot_521
prot_73,prot_1001
prot_1375,prot_1201
prot_1086,prot_216
prot_21,prot_1267
prot_954,prot_66
prot_1113,prot_1499
prot_2608,prot_1882
prot_145,prot_149
prot_2140,prot_1489
prot_1191,prot_1899
prot_74,prot_2264
prot_2442,prot_1181
prot_976,prot_134
prot_33,prot_341
prot_518,prot_290
prot_89,prot_1149
prot_2597,prot_2603
prot_1611,prot_2300
prot_1337,prot_615
prot_1061,prot_925
prot_779,prot_1422
prot_2355,prot_1180
prot_1346,prot_1630
prot_614,prot_944
prot_1589,prot_1
prot_2705,prot_1758
prot_741,prot_1226
prot_1368,prot_2206
prot_332,prot_2455
prot_1792,prot_2117
prot_2570,prot_966
prot_769,prot_2741
prot_800,prot_1610
prot_74,prot_1687
prot_1610,prot_11
prot_1418,prot_1096
prot_272,prot_787
prot_2458,prot_299
prot_2357,prot_1003
prot_2243,prot_2462
prot_2056,prot_1950
prot_73,prot_210
prot_2719,prot_1194
prot_272,prot_1604
prot_2452,prot_1102
prot_2741,prot_1308
prot_1342,prot_2559
prot_2519,prot_1264
prot_1004,prot_1415
prot_2179,prot_1640
prot_1,prot_590
prot_1356,prot_448
prot_1472,prot_2376
prot_686,prot_1538
prot_2642,prot_1792
prot_2791,prot_2573
prot_2357,prot_2623
prot_1661,prot_1792
prot_420,prot_448
prot_22,prot_349
prot_1494,prot_750
prot_35,prot_2559
prot_351,prot_1546
prot_2632,prot_408
prot_2054,prot_877
prot_711,prot_277
prot_2450,prot_1482
prot_2123,prot_686
prot_505,prot_1796
prot_608,prot_1461
prot_2741,prot_1772
prot_1699,prot_753
prot_2458,prot_2179
prot_1150,prot_2741
prot_626,prot_1694
prot_2049,prot_1551
prot_2708,prot_1283
prot_2149,prot_2454
prot_1513,prot_75
prot_1681,prot_111
prot_803,prot_372
prot_1114,prot_2263
prot_1488,prot_2692
prot_1033,prot_2692
prot_2245,prot_2282
prot_122,prot_1706
prot_506,prot_2540
prot_40,prot_711
prot_2004,prot_711
prot_1631,prot_1352
prot_45,prot_1901
prot_1623,prot_48
prot_2300,prot_2831
prot_711,prot_250
prot_1207,prot_1185
prot_1300,prot_1890
prot_2107,prot_1009
prot_1389,prot_749
prot_559,prot_803
prot_2468,prot_929
prot_229,prot_2281
prot_457,prot_2642
prot_1410,prot_1427
prot_199,prot_1146
prot_2052,prot_2398
prot_15,prot_651
prot_90,prot_1977
prot_803,prot_1010
prot_1610,prot_2596
prot_1441,prot_2366
prot_1373,prot_1439
prot_1721,prot_697
prot_2052,prot_792
prot_2600,prot_93
prot_1304,prot_1097
prot_2755,prot_2632
prot_899,prot_1911
prot_1903,prot_1689
prot_2494,prot_1187
prot_1038,prot_2361
prot_4,prot_2353
prot_1923,prot_2437
prot_461,prot_1993
prot_1758,prot_366
prot_602,prot_762
prot_2418,prot_2245
prot_2371,prot_1662
prot_552,prot_521
prot_1166,prot_929
prot_2802,prot_1879
prot_2784,prot_2252
prot_905,prot_532
prot_1225,prot_2612
prot_417,prot_1557
prot_601,prot_2603
prot_442,prot_2230
prot_2319,prot_758
prot_1623,prot_2672
prot_930,prot_568
prot_2754,prot_1201
prot_415,prot_2608
prot_2357,prot_2243
prot_1053,prot_1711
prot_2105,prot_1875
prot_1931,prot_1207
prot_1010,prot_2541
prot_2520,prot_81
prot_332,prot_735
prot_327,prot_622
prot_764,prot_1106
prot_946,prot_1278
prot_1207,prot_610
prot_1633,prot_1982
prot_2281,prot_525
prot_2810,prot_1066
prot_506,prot_1304
prot_2457,prot_1989
prot_2357,prot_1964
prot_1993,prot_2755
prot_2227,prot_2011
prot_2042,prot_631
prot_145,prot_1010
prot_746,prot_1667
prot_711,prot_2475
prot_206,prot_2437
prot_2535,prot_406
prot_2573,prot_2796
prot_999,prot_2229
prot_2778,prot_2790
prot_2029,prot_1404
prot_1481,prot_2485
prot_859,prot_1201
prot_45,prot_2099
prot_1189,prot_654
prot_526,prot_2512
prot_2700,prot_2511
prot_967,prot_1201
prot_2674,prot_200
prot_1073,prot_2793
prot_1934,prot_651
prot_55,prot_348
prot_2422,prot_2458
prot_872,prot_2762
prot_2743,prot_806
prot_651,prot_1146
prot_1876,prot_2395
prot_1756,prot_2779
prot_230,prot_2632
prot_2454,prot_1629
prot_340,prot_76
prot_2357,prot_856
prot_741,prot_332
prot_1467,prot_821
prot_1128,prot_305
prot_806,prot_1561
prot_2071,prot_274
prot_616,prot_1624
prot_374,prot_1096
prot_73,prot_1429
prot_545,prot_1792
prot_2559,prot_711
prot_459,prot_1499
prot_600,prot_374
prot_399,prot_2754
prot_214,prot_2292
prot_1742,prot_2822
prot_946,prot_1927
prot_1836,prot_2479
prot_1066,prot_1758
prot_229,prot_1586
prot_1762,prot_1158
prot_2479,prot_2355
prot_356,prot_45
prot_2064,prot_1540
prot_1712,prot_145
prot_967,prot_2067
prot_1893,prot_2703
prot_1600,prot_928
prot_1606,prot_2169
prot_2481,prot_1435
prot_277,prot_700
prot_2736,prot_268
prot_2292,prot_929
prot_1313,prot_1276
prot_805,prot_929
prot_68,prot_154
prot_267,prot_843
prot_266,prot_474
prot_2513,prot_1591
prot_2721,prot_1610
prot_1485,prot_1374
prot_1831,prot_1984
prot_741,prot_2693
prot_1865,prot_2004
prot_58,prot_2607
prot_417,prot_1622
prot_263,prot_2513
prot_2201,prot_436
prot_866,prot_1496
prot_1764,prot_756
prot_1418,prot_749
prot_1460,prot_828
prot_1421,prot_1510
prot_2208,prot_2204
prot_1327,prot_2603
prot_865,prot_1985
prot_1451,prot_1750
prot_1269,prot_533
prot_1552,prot_1322
prot_2240,prot_2107
prot_1874,prot_1851
prot_41,prot_1138
prot_719,prot_980
prot_976,prot_1342
prot_1002,prot_2221
prot_452,prot_636
prot_2097,prot_1970
prot_2314,prot_749
prot_248,prot_45
prot_1128,prot_2334
prot_1438,prot_922
prot_946,prot_2032
prot_1468,prot_2287
prot_1503,prot_721
prot_130,prot_45
prot_2367,prot_2708
prot_547,prot_2452
prot_419,prot_111
prot_843,prot_1481
prot_2527,prot_536
prot_542,prot_415
prot_127,prot_728
prot_1796,prot_1882
prot_2072,prot_1390
prot_2407,prot_859
prot_229,prot_1033
prot_2342,prot_455
prot_55,prot_196
prot_1903,prot_536
prot_1624,prot_82
prot_857,prot_1158
prot_1148,prot_1585
prot_2764,prot_1858
prot_2357,prot_1408
prot_239,prot_1041
prot_873,prot_2741
prot_2371,prot_2096
prot_2716,prot_2371
prot_334,prot_843
prot_74,prot_1078
prot_2209,prot_1727
prot_2710,prot_1640
prot_723,prot_1640
prot_2600,prot_1283
prot_929,prot_838
prot_1663,prot_806
prot_1128,prot_1349
prot_660,prot_291
prot_145,prot_761
prot_760,prot_299
prot_891,prot_2084
prot_1911,prot_2808
prot_2541,prot_1021
prot_2684,prot_2236
prot_2825,prot_111
prot_2541,prot_10
prot_2558,prot_2458
prot_1840,prot_864
prot_355,prot_2486
prot_417,prot_2543
prot_2772,prot_1663
prot_780,prot_1961
prot_1290,prot_2124
prot_1219,prot_1615
prot_2053,prot_2581
prot_130,prot_2600
prot_787,prot_2741
prot_1003,prot_1796
prot_1521,prot_2357
prot_767,prot_1768
prot_75,prot_2171
prot_2593,prot_711
prot_1897,prot_1336
prot_2071,prot_2495
prot_2269,prot_2032
prot_355,prot_2666
prot_173,prot_1922
prot_2048,prot_1460
prot_1007,prot_776
prot_2379,prot_1
prot_1420,prot_1786
prot_2537,prot_1744
prot_2399,prot_1971
prot_566,prot_1859
prot_2371,prot_1291
prot_2344,prot_1391
prot_239,prot_669
prot_277,prot_2755
prot_1914,prot_1267
prot_2456,prot_890
prot_415,prot_1025
prot_1861,prot_1993
prot_1385,prot_786
prot_946,prot_2575
prot_1327,prot_999
prot_1844,prot_1895
prot_800,prot_1970
prot_2567,prot_314
prot_15,prot_760
prot_177,prot_2132
prot_2416,prot_1914
prot_2089,prot_145
prot_927,prot_395
prot_2405,prot_416
prot_631,prot_2452
prot_2269,prot_229
prot_1354,prot_2720
prot_408,prot_362
prot_290,prot_2371
prot_1664,prot_396
prot_2089,prot_2193
prot_2608,prot_924
prot_1008,prot_2054
prot_2449,prot_1782
prot_1146,prot_2513
prot_782,prot_654
prot_399,prot_2499
prot_2118,prot_2164
prot_1128,prot_585
prot_127,prot_2452
prot_2416,prot_146
prot_1610,prot_2322
prot_1285,prot_191
prot_2721,prot_1854
prot_1147,prot_2370
prot_2349,prot_1633
prot_1727,prot_777
prot_1160,prot_1324
prot_944,prot_2592
prot_2240,prot_1406
prot_1049,prot_1055
prot_1934,prot_2437
prot_2648,prot_2054
prot_733,prot_1752
prot_2017,prot_605
prot_1649,prot_950
prot_1859,prot_1062
prot_1082,prot_1640
prot_154,prot_2306
prot_1003,prot_1989
prot_2462,prot_2583
prot_1007,prot_230
prot_290,prot_965
prot_2371,prot_1910
prot_1711,prot_2595
prot_1960,prot_778
prot_1488,prot_849
prot_717,prot_1927
prot_1985,prot_290
prot_2219,prot_1858
prot_2123,prot_1108
prot_2693,prot_1758
prot_2034,prot_877
prot_670,prot_929
prot_2660,prot_277
prot_1596,prot_1901
prot_1567,prot_1070
prot_965,prot_2620
prot_1422,prot_1561
prot_491,prot_2072
prot_881,prot_304
prot_864,prot_284
prot_1922,prot_1682
prot_2072,prot_583
prot_1292,prot_2633
prot_2105,prot_1270
prot_1678,prot_1609
prot_338,prot_2289
prot_1805,prot_1634
prot_470,prot_1039
prot_813,prot_2275
prot_2308,prot_277
prot_562,prot_2437
prot_558,prot_1557
prot_277,prot_1823
prot_2291,prot_704
prot_391,prot_2131
prot_215,prot_277
prot_1660,prot_1
prot_1025,prot_2632
prot_2072,prot_760
prot_2020,prot_1610
prot_952,prot_1372
prot_48,prot_2683
prot_2005,prot_1372
prot_805,prot_720
prot_919,prot_441
prot_2034,prot_1541
prot_2276,prot_2107
prot_2828,prot_438
prot_1922,prot_1515
prot_2029,prot_91
prot_2025,prot_2792
prot_2574,prot_1955
prot_2280,prot_1439
prot_2481,prot_1350
prot_2756,prot_1895
prot_741,prot_1510
prot_2590,prot_783
prot_2289,prot_427
prot_401,prot_19
prot_1499,prot_69
prot_1201,prot_2620
prot_2246,prot_1667
prot_1553,prot_2189
prot_115,prot_1901
prot_1610,prot_2423
prot_2688,prot_1939
prot_352,prot_1993
prot_2344,prot_2495
prot_548,prot_138
prot_2016,prot_2394
prot_2337,prot_1551
prot_1498,prot_1583
prot_1723,prot_1110
prot_1082,prot_2573
prot_1845,prot_1993
prot_2349,prot_1314
prot_1142,prot_1755
prot_1241,prot_1594
prot_2653,prot_1454
prot_2496,prot_2452
prot_519,prot_66
prot_1859,prot_2510
prot_672,prot_1711
prot_76,prot_907
prot_1380,prot_2612
prot_444,prot_2524
prot_847,prot_1089
prot_2371,prot_2594
prot_1170,prot_460
prot_363,prot_1201
prot_656,prot_1633
prot_2067,prot_2399
prot_205,prot_2812
prot_2360,prot_2593
prot_1888,prot_48
prot_1450,prot_250
prot_299,prot_2437
prot_735,prot_386
prot_1749,prot_1535
prot_1620,prot_1372
prot_1253,prot_1711
prot_727,prot_2231
prot_1471,prot_2724
prot_1262,prot_2690
prot_1066,prot_1030
prot_1887,prot_1141
prot_2458,prot_1934
prot_2457,prot_711
prot_1263,prot_1494
prot_1882,prot_2632
prot_2608,prot_2632
prot_756,prot_2339
prot_1632,prot_2632
prot_1289,prot_2741
prot_1128,prot_2273
prot_974,prot_2357
prot_341,prot_244
prot_1115,prot_2608
prot_104,prot_929
prot_2437,prot_1723
prot_2135,prot_847
prot_2048,prot_2581
prot_2807,prot_1856
prot_1444,prot_2299
prot_963,prot_2231
prot_2457,prot_2198
prot_1146,prot_1860
prot_2066,prot_2452
prot_2259,prot_1788
prot_128,prot_1483
prot_2156,prot_946
prot_385,prot_766
prot_2243,prot_1711
prot_1673,prot_1829
prot_1239,prot_1201
prot_1901,prot_726
prot_681,prot_2382
prot_2337,prot_1763
prot_2005,prot_291
prot_1610,prot_2010
prot_34,prot_275
prot_2830,prot_2741
prot_500,prot_1454
prot_2210,prot_1243
prot_2644,prot_929
prot_1829,prot_148
prot_68,prot_1829
prot_1838,prot_460
prot_1202,prot_285
prot_1088,prot_766
prot_2168,prot_1554
prot_1024,prot_1727
prot_1858,prot_2455
prot_531,prot_1372
prot_1396,prot_2145
prot_518,prot_1993
prot_1628,prot_1634
prot_2357,prot_2287
prot_755,prot_2578
prot_2513,prot_827
prot_2341,prot_1223
prot_782,prot_1963
prot_401,prot_1624
prot_2799,prot_1762
prot_1058,prot_32
prot_1648,prot_1773
prot_1108,prot_1461
prot_2414,prot_489
prot_2218,prot_2511
prot_331,prot_363
prot_2369,prot_2528
prot_1283,prot_1209
prot_2481,prot_543
prot_272,prot_1804
prot_1327,prot_1082
prot_277,prot_1201
prot_2210,prot_895
prot_2607,prot_2357
prot_2477,prot_818
prot_1751,prot_651
prot_2054,prot_1585
prot_277,prot_461
prot_1723,prot_309
prot_800,prot_2440
prot_2244,prot_2452
prot_2253,prot_2573
prot_1492,prot_547
prot_2791,prot_1144
prot_385,prot_1088
prot_2077,prot_277
prot_2646,prot_2658
prot_615,prot_6
prot_1048,prot_2233
prot_2626,prot_801
prot_956,prot_920
prot_2708,prot_1901
prot_2755,prot_965
prot_1478,prot_2734
prot_2371,prot_2337
prot_578,prot_2736
prot_1207,prot_2318
prot_277,prot_2427
prot_2049,prot_2632
prot_1241,prot_289
prot_1334,prot_843
prot_2552,prot_256
prot_54,prot_1007
prot_2829,prot_2538
prot_2573,prot_206
prot_2588,prot_2297
prot_962,prot_1285
prot_1610,prot_2692
prot_1144,prot_1700
prot_229,prot_15
prot_637,prot_2603
prot_1454,prot_1711
prot_1645,prot_2437
prot_1368,prot_23
prot_2564,prot_1401
prot_1418,prot_2394
prot_1605,prot_1626
prot_1677,prot_1971
prot_1777,prot_356
prot_400,prot_2539
prot_422,prot_532
prot_452,prot_2062
prot_1254,prot_2091
prot_328,prot_1274
prot_117,prot_2099
prot_2696,prot_2071
prot_1425,prot_777
prot_621,prot_2072
prot_800,prot_284
prot_2103,prot_1010
prot_842,prot_1991
prot_1921,prot_800
prot_1719,prot_2753
prot_2602,prot_626
prot_2110,prot_2184
prot_686,prot_2104
prot_2456,prot_284
prot_1718,prot_1551
prot_977,prot_2205
prot_58,prot_2342
prot_912,prot_1829
prot_1948,prot_2395
prot_1381,prot_735
prot_1003,prot_1968
prot_1374,prot_277
prot_1610,prot_384
prot_1673,prot_1237
prot_497,prot_1993
prot_2392,prot_1919
prot_1882,prot_1993
prot_1710,prot_2353
prot_2829,prot_2797
prot_1125,prot_762
prot_1625,prot_1786
prot_1957,prot_145
prot_2791,prot_1624
prot_1299,prot_444
prot_1993,prot_1673
prot_474,prot_2192
prot_719,prot_865
prot_1988,prot_711
prot_1,prot_2224
prot_2511,prot_2357
prot_185,prot_1175
prot_1282,prot_2348
prot_1014,prot_284
prot_2762,prot_527
prot_770,prot_1229
prot_2103,prot_1305
prot_1094,prot_1891
prot_230,prot_924
prot_1787,prot_843
prot_378,prot_1551
prot_706,prot_901
prot_80,prot_1825
prot_31,prot_1336
prot_2357,prot_2004
prot_399,prot_1960
prot_1535,prot_1089
prot_1978,prot_1578
prot_394,prot_2182
prot_1993,prot_1412
prot_1634,prot_863
prot_915,prot_1711
prot_1610,prot_623
prot_2508,prot_1948
prot_619,prot_1929
prot_855,prot_2233
prot_1113,prot_2497
prot_1992,prot_1901
prot_1893,prot_1989
prot_884,prot_2755
prot_1985,prot_1663
prot_1948,prot_2005
prot_1914,prot_1223
prot_476,prot_2333
prot_1778,prot_1852
prot_648,prot_2099
prot_708,prot_255
prot_2809,prot_1865
prot_829,prot_245
prot_2312,prot_621
prot_1708,prot_695
prot_2514,prot_1111
prot_1242,prot_2774
prot_1007,prot_1825
prot_347,prot_596
prot_2289,prot_343
prot_456,prot_2797
prot_2470,prot_1201
prot_1884,prot_2607
prot_1831,prot_929
prot_1624,prot_451
prot_1640,prot_2017
prot_2204,prot_2054
prot_1939,prot_860
prot_1285,prot_1596
prot_1756,prot_2052
prot_47,prot_590
prot_2457,prot_1068
prot_1526,prot_2054
prot_2314,prot_15
prot_2625,prot_1770
prot_2665,prot_2229
prot_578,prot_464
prot_2259,prot_1901
prot_401,prot_1291
prot_2005,prot_172
prot_1586,prot_1294
prot_1855,prot_881
prot_946,prot_2819
prot_1247,prot_1456
prot_2086,prot_2677
prot_2093,prot_2007
prot_2357,prot_415
prot_1580,prot_2632
prot_870,prot_2043
prot_2326,prot_1839
prot_2047,prot_2245
prot_1472,prot_1207
prot_610,prot_2553
prot_2129,prot_1
prot_2072,prot_84
prot_181,prot_1429
prot_1800,prot_1993
prot_2405,prot_2290
prot_1372,prot_1003
prot_1520,prot_485
prot_1294,prot_285
prot_1131,prot_512
prot_1899,prot_1882
prot_2015,prot_1753
prot_1526,prot_2527
prot_1681,prot_1343
prot_2310,prot_1993
prot_2357,prot_1320
prot_764,prot_1138
prot_1817,prot_1446
prot_340,prot_1248
prot_502,prot_929
prot_1467,prot_2009
prot_1017,prot_1614
prot_291,prot_563
prot_854,prot_2547
prot_2337,prot_2437
prot_594,prot_1700
prot_1007,prot_1711
prot_2708,prot_1201
prot_1716,prot_1276
prot_2395,prot_2708
prot_539,prot_2627
prot_2347,prot_2408
prot_1392,prot_720
prot_869,prot_2696
prot_1893,prot_2723
prot_230,prot_1652
prot_471,prot_1633
prot_2737,prot_250
prot_1580,prot_1836
prot_2541,prot_1754
prot_1989,prot_2115
prot_2355,prot_1273
prot_1999,prot_2525
prot_1294,prot_2511
prot_1936,prot_1089
prot_1089,prot_277
prot_1066,prot_2471
prot_2768,prot_2791
prot_2371,prot_1645
prot_733,prot_302
prot_455,prot_1007
prot_2241,prot_1249
prot_540,prot_1599
prot_1434,prot_290
prot_219,prot_735
prot_1314,prot_1633
prot_287,prot_243
prot_1479,prot_714
prot_2571,prot_980
prot_2215,prot_2133
prot_2776,prot_1901
prot_265,prot_1993
prot_2632,prot_2493
prot_1628,prot_1711
prot_850,prot_206
prot_2683,prot_2672
prot_327,prot_809
prot_106,prot_1349
prot_645,prot_2437
prot_790,prot_1820
prot_834,prot_2275
prot_2806,prot_2595
prot_1215,prot_1569
prot_433,prot_391
prot_1624,prot_1058
prot_2357,prot_2549
prot_2162,prot_2332
prot_2072,prot_1579
prot_769,prot_777
prot_780,prot_823
prot_2306,prot_2371
prot_2649,prot_2511
prot_2375,prot_662
prot_1299,prot_41
prot_277,prot_827
prot_660,prot_1885
prot_2600,prot_1008
prot_1026,prot_1481
prot_746,prot_1336
prot_1366,prot_2272
prot_634,prot_2437
prot_1220,prot_2009
prot_1915,prot_577
prot_2047,prot_304
prot_277,prot_867
prot_1791,prot_1421
prot_2007,prot_1989
prot_404,prot_1494
prot_1988,prot_1727
prot_2004,prot_277
prot_50,prot_1460
prot_2558,prot_2437
prot_2357,prot_915
prot_1522,prot_1971
prot_735,prot_2189
prot_583,prot_2229
prot_962,prot_1558
prot_1856,prot_1640
prot_565,prot_654
prot_804,prot_2541
prot_1640,prot_946
prot_690,prot_2437
prot_277,prot_801
prot_1603,prot_2437
prot_2399,prot_1522
prot_2005,prot_2395
prot_401,prot_2266
prot_2060,prot_177
prot_2205,prot_75
prot_2818,prot_1324
prot_1975,prot_714
prot_2511,prot_2517
prot_328,prot_321
prot_1269,prot_51
prot_1641,prot_25
prot_1769,prot_2734
prot_969,prot_2631
prot_1388,prot_1751
prot_1543,prot_2222
prot_277,prot_1961
prot_1610,prot_1810
prot_2774,prot_1223
prot_1857,prot_1496
prot_1115,prot_1928
prot_731,prot_2431
prot_2517,prot_401
prot_2296,prot_1027
prot_1415,prot_493
prot_277,prot_1223
prot_2156,prot_2189
prot_720,prot_2483
prot_2458,prot_1818
prot_1,prot_1981
prot_1860,prot_90
prot_1336,prot_121
prot_286,prot_865
prot_1627,prot_300
prot_503,prot_2568
prot_2512,prot_413
prot_1610,prot_833
prot_556,prot_2741
prot_2157,prot_111
prot_2595,prot_807
prot_179,prot_1223
prot_1509,prot_211
prot_1328,prot_662
prot_2457,prot_504
prot_831,prot_2397
prot_829,prot_488
prot_1764,prot_20
prot_2831,prot_23
prot_2563,prot_518
prot_2072,prot_401
prot_1245,prot_720
prot_415,prot_2554
prot_1294,prot_2755
prot_411,prot_2437
prot_692,prot_1893
prot_590,prot_2282
prot_2731,prot_2658
prot_1299,prot_2231
prot_2523,prot_2734
prot_508,prot_2782
prot_1410,prot_814
prot_942,prot_935
prot_1806,prot_927
prot_1963,prot_577
prot_1859,prot_2031
prot_270,prot_536
prot_994,prot_554
prot_214,prot_2742
prot_293,prot_120
prot_2698,prot_1600
prot_947,prot_45
prot_277,prot_2353
prot_1564,prot_651
prot_691,prot_2043
prot_876,prot_1350
prot_1008,prot_1640
prot_1493,prot_250
prot_2102,prot_2729
prot_1010,prot_2533
prot_1897,prot_1234
prot_2353,prot_2632
prot_2726,prot_735
prot_401,prot_2472
prot_2613,prot_1711
prot_277,prot_1025
prot_547,prot_1993
prot_731,prot_1613
prot_165,prot_2552
prot_23,prot_2206
prot_1723,prot_2303
prot_2789,prot_2138
prot_2199,prot_860
prot_2649,prot_2357
prot_1052,prot_1993
prot_88,prot_725
prot_2031,prot_256
prot_1847,prot_177
prot_737,prot_818
prot_2209,prot_2788
prot_2520,prot_69
prot_2710,prot_2713
prot_1389,prot_1306
prot_969,prot_419
prot_2529,prot_2458
prot_1756,prot_644
prot_2527,prot_208
prot_2573,prot_929
prot_1461,prot_1453
prot_2724,prot_2788
prot_2636,prot_2708
prot_1526,prot_2567
prot_2521,prot_1397
prot_1876,prot_720
prot_401,prot_229
prot_1906,prot_1342
prot_1948,prot_720
prot_2017,prot_1227
prot_260,prot_2357
prot_1350,prot_1384
prot_167,prot_929
prot_507,prot_1672
prot_852,prot_2131
prot_952,prot_1948
prot_1835,prot_1003
prot_399,prot_2248
prot_1852,prot_1425
prot_2581,prot_2054
prot_2553,prot_733
prot_2103,prot_91
prot_1424,prot_366
prot_584,prot_1260
prot_2589,prot_619
prot_1758,prot_1596
prot_2367,prot_2791
prot_1466,prot_2791
prot_2470,prot_2636
prot_1610,prot_2273
prot_2482,prot_2435
prot_2203,prot_19
prot_1033,prot_45
prot_272,prot_202
prot_2371,prot_1673
prot_1542,prot_1980
prot_495,prot_105
prot_1389,prot_1377
prot_2522,prot_1342
prot_2329,prot_638
prot_277,prot_680
prot_952,prot_1090
prot_1488,prot_838
prot_272,prot_730
prot_1551,prot_2259
prot_2553,prot_1276
prot_475,prot_2117
prot_145,prot_963
prot_743,prot_2126
prot_1167,prot_89
prot_1481,prot_59
prot_2317,prot_1711
prot_2427,prot_250
prot_229,prot_248
prot_640,prot_929
prot_45,prot_2796
prot_2267,prot_391
prot_2308,prot_463
prot_2457,prot_72
prot_1937,prot_1415
prot_1564,prot_2788
prot_852,prot_391
prot_1299,prot_1334
prot_1660,prot_1194
prot_2246,prot_2112
prot_2511,prot_776
prot_2457,prot_1400
prot_229,prot_2337
prot_2478,prot_2767
prot_267,prot_929
prot_392,prot_2382
prot_2674,prot_714
prot_2728,prot_1972
prot_2520,prot_1174
prot_1610,prot_1612
prot_983,prot_1049
prot_2457,prot_1559
prot_2341,prot_1049
prot_1989,prot_697
prot_1294,prot_2357
prot_749,prot_1852
prot_789,prot_1007
prot_4,prot_1858
prot_861,prot_192
prot_2457,prot_1009
prot_2038,prot_1666
prot_558,prot_2360
prot_209,prot_2741
prot_2534,prot_364
prot_1140,prot_1390
prot_1284,prot_2250
prot_399,prot_1022
prot_2282,prot_115
prot_1481,prot_1856
prot_459,prot_277
prot_206,prot_1640
prot_1826,prot_686
prot_2219,prot_489
prot_874,prot_2674
prot_2534,prot_248
prot_2410,prot_1104
prot_2111,prot_1314
prot_529,prot_1967
prot_2699,prot_2398
prot_2674,prot_1097
prot_1997,prot_1430
prot_2774,prot_2217
prot_2245,prot_248
prot_2210,prot_2671
prot_1201,prot_290
prot_877,prot_2119
prot_2302,prot_927
prot_2153,prot_917
prot_2406,prot_1223
prot_2754,prot_246
prot_1092,prot_2054
prot_2743,prot_1324
prot_1496,prot_1624
prot_864,prot_997
prot_1254,prot_1124
prot_127,prot_2479
prot_760,prot_1080
prot_1767,prot_2729
prot_1809,prot_2632
prot_2462,prot_2129
prot_2600,prot_2732
prot_1723,prot_744
prot_130,prot_2462
prot_208,prot_1628
prot_2060,prot_905
prot_65,prot_352
prot_171,prot_2356
prot_1842,prot_2603
prot_2457,prot_304
prot_1258,prot_859
