proteinA,proteinB
id_2456,id_619
id_1413,id_1614
id_1614,id_1013
id_1636,id_433
id_1178,id_433
id_1524,id_1625
id_1741,id_1524
id_1741,id_1625
id_318,id_1959
id_108,id_1173
id_2184,id_1863
id_2415,id_2184
id_1835,id_1781
id_1781,id_1322
id_1835,id_1836
id_1665,id_196
id_1835,id_1823
id_2198,id_2198
id_2198,id_1863
id_2278,id_1863
id_2214,id_893
id_2214,id_295
id_2326,id_1635
id_1635,id_1940
id_1635,id_1351
id_1635,id_2240
id_1635,id_49
id_2326,id_1743
id_2508,id_1863
id_2415,id_2508
id_2415,id_1863
id_2456,id_2262
id_2456,id_1704
id_1323,id_311
id_1316,id_1839
id_1399,id_1399
id_1054,id_1119
id_1119,id_1321
id_481,id_2419
id_481,id_341
id_481,id_275
id_481,id_746
id_481,id_182
id_1612,id_2028
id_323,id_2456
id_2456,id_2456
id_675,id_1624
id_675,id_72
id_1808,id_1816
id_1808,id_1808
id_1922,id_218
id_1650,id_218
id_661,id_218
id_1137,id_1974
id_2170,id_1974
id_1905,id_787
id_1326,id_1748
id_1264,id_818
id_1264,id_1326
id_1326,id_818
id_1748,id_818
id_1264,id_1748
id_1817,id_276
id_1637,id_257
id_1107,id_914
id_914,id_477
id_1405,id_477
id_1107,id_1405
id_169,id_970
id_1367,id_970
id_970,id_763
id_2335,id_1128
id_2136,id_959
id_280,id_1387
id_1693,id_1387
id_2172,id_2468
id_683,id_2172
id_2510,id_2172
id_2151,id_2172
id_2151,id_2468
id_683,id_2468
id_2510,id_2468
id_2151,id_475
id_2465,id_76
id_2465,id_2049
id_1132,id_1523
id_1523,id_574
id_1104,id_1523
id_1132,id_1999
id_1999,id_1104
id_1132,id_2044
id_764,id_1104
id_1104,id_1867
id_1627,id_1999
id_2399,id_2261
id_280,id_2399
id_1693,id_2399
id_1194,id_287
id_496,id_287
id_2020,id_287
id_2032,id_287
id_1784,id_287
id_2045,id_287
id_1451,id_173
id_1451,id_2223
id_559,id_1451
id_1451,id_105
id_539,id_735
id_383,id_1451
id_1451,id_1585
id_1451,id_357
id_1451,id_16
id_99,id_1451
id_1451,id_2058
id_1451,id_470
id_1451,id_1342
id_1888,id_1451
id_1451,id_1694
id_280,id_1451
id_1451,id_203
id_536,id_383
id_536,id_1585
id_536,id_357
id_536,id_1462
id_536,id_186
id_536,id_16
id_536,id_99
id_536,id_2058
id_536,id_2223
id_536,id_559
id_536,id_470
id_534,id_383
id_534,id_1585
id_534,id_2441
id_534,id_16
id_99,id_534
id_534,id_2223
id_534,id_559
id_534,id_470
id_534,id_186
id_537,id_207
id_537,id_1585
id_537,id_357
id_537,id_1447
id_2441,id_537
id_537,id_16
id_1307,id_537
id_99,id_537
id_194,id_537
id_537,id_903
id_537,id_2223
id_559,id_537
id_537,id_470
id_537,id_1342
id_1966,id_537
id_537,id_105
id_537,id_1661
id_537,id_573
id_537,id_186
id_539,id_1585
id_357,id_539
id_441,id_539
id_539,id_385
id_2441,id_539
id_539,id_1984
id_539,id_186
id_336,id_539
id_194,id_539
id_99,id_539
id_539,id_2223
id_539,id_470
id_1966,id_539
id_2379,id_539
id_280,id_539
id_357,id_735
id_99,id_735
id_2058,id_735
id_99,id_2058
id_2369,id_406
id_361,id_2369
id_1167,id_2369
id_2209,id_1467
id_2209,id_1793
id_2209,id_1247
id_2209,id_734
id_905,id_2500
id_2500,id_1337
id_748,id_2500
id_1695,id_1695
id_294,id_1695
id_294,id_294
id_1613,id_2401
id_342,id_1785
id_1665,id_1785
id_1443,id_1785
id_342,id_1443
id_342,id_1665
id_2273,id_690
id_690,id_2345
id_2200,id_356
id_439,id_356
id_356,id_495
id_356,id_1118
id_356,id_1973
id_356,id_1266
id_356,id_734
id_2249,id_356
id_637,id_1629
id_1467,id_734
id_1999,id_1523
id_1061,id_2487
id_1095,id_1061
id_764,id_1061
id_764,id_2487
id_2025,id_1104
id_2054,id_777
id_1644,id_2429
id_1644,id_731
id_653,id_237
id_992,id_1464
id_232,id_964
id_502,id_232
id_2280,id_232
id_502,id_964
id_232,id_1714
id_964,id_1714
id_502,id_1714
id_2280,id_1714
id_502,id_502
id_1593,id_2031
id_1995,id_2466
id_1995,id_2258
id_1995,id_430
id_1995,id_2062
id_430,id_2062
id_2311,id_2440
id_2311,id_2311
id_446,id_1440
id_2374,id_1473
id_1783,id_2468
id_474,id_1733
id_725,id_1092
id_2356,id_304
id_1423,id_1423
id_2307,id_858
id_1299,id_2366
id_1380,id_1299
id_2103,id_1299
id_1693,id_2261
id_280,id_2261
id_1704,id_714
id_868,id_540
id_540,id_136
id_1974,id_1974
id_1015,id_1081
id_2419,id_2419
id_182,id_2419
id_1841,id_628
id_756,id_628
id_1273,id_628
id_1692,id_628
id_410,id_628
id_876,id_2523
id_1787,id_1769
id_1787,id_1571
id_1787,id_1619
id_1787,id_1944
id_498,id_1420
id_1700,id_983
id_1639,id_2085
id_2490,id_1979
id_1637,id_1979
id_962,id_1979
id_1630,id_962
id_1630,id_1979
id_574,id_2046
id_2148,id_1505
id_659,id_1505
id_659,id_2046
id_659,id_764
id_2148,id_621
id_621,id_2046
id_1552,id_621
id_2214,id_538
id_974,id_2073
id_1386,id_2073
id_1386,id_1386
id_659,id_548
id_1999,id_767
id_2422,id_1949
id_1627,id_2422
id_526,id_1021
id_1132,id_574
id_1132,id_1121
id_1999,id_574
id_400,id_933
id_933,id_1727
id_400,id_1727
id_1233,id_1451
id_1817,id_344
id_1817,id_1830
id_1830,id_1304
id_1817,id_2362
id_57,id_2437
id_2222,id_1447
id_2222,id_760
id_1539,id_1539
id_1539,id_983
id_1888,id_194
id_1615,id_528
id_1615,id_33
id_33,id_528
id_1627,id_1154
id_1627,id_765
id_1627,id_1523
id_9,id_1999
id_1999,id_2422
id_5,id_422
id_5,id_1346
id_551,id_551
id_2215,id_2084
id_1481,id_1514
id_1332,id_1426
id_2465,id_642
id_454,id_2448
id_2448,id_466
id_2448,id_1192
id_1587,id_256
id_175,id_175
id_1604,id_1593
id_1604,id_65
id_994,id_1604
id_1604,id_1673
id_1604,id_1914
id_1604,id_2476
id_1604,id_1584
id_1604,id_887
id_2434,id_1604
id_1604,id_1336
id_1683,id_1375
id_9,id_2422
id_1284,id_2497
id_683,id_605
id_903,id_605
id_1635,id_789
id_314,id_1906
id_389,id_1906
id_389,id_331
id_389,id_1995
id_868,id_1071
id_1468,id_1036
id_2206,id_1468
id_1468,id_276
id_229,id_162
id_1113,id_162
id_868,id_136
id_1940,id_136
id_1367,id_169
id_2422,id_1523
id_1276,id_2410
id_2463,id_2410
id_2463,id_1278
id_2505,id_2376
id_95,id_2518
id_95,id_95
id_95,id_120
id_120,id_120
id_1498,id_2040
id_1860,id_2084
id_1423,id_2512
id_2227,id_2512
id_2269,id_2512
id_169,id_2399
id_1693,id_169
id_280,id_169
id_1367,id_2399
id_1367,id_280
id_1367,id_1693
id_1680,id_2518
id_1081,id_2338
id_1081,id_2458
id_1010,id_2338
id_1015,id_2338
id_2458,id_2458
id_2458,id_1965
id_1081,id_1965
id_459,id_1965
id_2338,id_1965
id_1015,id_2518
id_1010,id_2518
id_459,id_2518
id_2518,id_2338
id_1081,id_2518
id_2518,id_1965
id_2307,id_2518
id_1010,id_1680
id_459,id_1680
id_1680,id_1081
id_1010,id_1965
id_2008,id_2518
id_2008,id_1680
id_2008,id_1045
id_1556,id_1965
id_1680,id_1556
id_1045,id_1556
id_185,id_1556
id_1583,id_1519
id_1538,id_2287
id_1053,id_1538
id_210,id_1538
id_1538,id_1425
id_1887,id_1538
id_961,id_1538
id_1088,id_1538
id_1824,id_1538
id_279,id_2313
id_2206,id_279
id_279,id_1547
id_279,id_929
id_279,id_1548
id_279,id_184
id_279,id_563
id_279,id_685
id_279,id_2281
id_2014,id_279
id_279,id_1347
id_279,id_177
id_279,id_1734
id_2355,id_2313
id_1010,id_1081
id_459,id_1081
id_1055,id_1081
id_459,id_1055
id_459,id_1918
id_1918,id_1081
id_1770,id_305
id_1770,id_2512
id_305,id_2512
id_1901,id_1918
id_2011,id_1918
id_450,id_207
id_858,id_858
id_564,id_564
id_2307,id_2444
id_2444,id_2518
id_2444,id_1680
id_809,id_136
id_1616,id_136
id_2134,id_136
id_868,id_2134
id_1616,id_2134
id_1719,id_2134
id_1719,id_136
id_1713,id_136
id_1713,id_2134
id_2008,id_1715
id_2008,id_602
id_507,id_830
id_472,id_830
id_2401,id_735
id_99,id_2401
id_2013,id_2401
id_2358,id_1048
id_1713,id_561
id_4,id_561
id_463,id_561
id_2189,id_702
id_1100,id_772
id_2524,id_200
id_200,id_193
id_200,id_1048
id_1107,id_1131
id_2197,id_2303
id_661,id_1477
id_661,id_661
id_661,id_2516
id_40,id_1868
id_1240,id_40
id_2232,id_40
id_1240,id_1868
id_108,id_1182
id_2030,id_720
id_1730,id_1250
id_108,id_1150
id_108,id_846
id_80,id_1601
id_1781,id_986
id_661,id_1448
id_1448,id_218
id_1155,id_1448
id_80,id_80
id_1635,id_80
id_80,id_928
id_80,id_1215
id_1651,id_1730
id_1155,id_48
id_1743,id_48
id_661,id_48
id_2030,id_80
id_2030,id_2240
id_49,id_1169
id_1173,id_49
id_1351,id_49
id_49,id_2240
id_49,id_2453
id_1173,id_1477
id_1651,id_1477
id_1169,id_1477
id_2384,id_1477
id_1689,id_1477
id_191,id_1291
id_493,id_561
id_2501,id_1905
id_1459,id_2501
id_157,id_631
id_296,id_157
id_296,id_631
id_1733,id_631
id_1733,id_157
id_1733,id_296
id_914,id_1733
id_444,id_158
id_1063,id_1063
id_1063,id_1295
id_2326,id_1182
id_2519,id_1182
id_3,id_1988
id_500,id_2480
id_1081,id_2233
id_580,id_1081
id_1010,id_580
id_580,id_74
id_580,id_2233
id_580,id_1918
id_580,id_1055
id_459,id_580
id_1010,id_2233
id_74,id_2233
id_580,id_1015
id_580,id_1965
id_1055,id_2233
id_1918,id_2233
id_1753,id_1951
id_1628,id_1951
id_1951,id_933
id_1951,id_1727
id_400,id_1951
id_1132,id_1727
id_108,id_2145
id_108,id_1881
id_2170,id_108
id_108,id_49
id_2296,id_2515
id_1203,id_1650
id_1922,id_1650
id_1650,id_941
id_1952,id_688
id_688,id_791
id_2306,id_688
id_937,id_688
id_688,id_557
id_688,id_892
id_1217,id_688
id_688,id_1892
id_94,id_688
id_688,id_996
id_688,id_149
id_688,id_91
id_688,id_1285
id_1400,id_688
id_2174,id_688
id_133,id_688
id_776,id_688
id_1663,id_688
id_1270,id_688
id_688,id_1586
id_438,id_688
id_1342,id_688
id_688,id_1961
id_1611,id_688
id_688,id_134
id_788,id_688
id_688,id_911
id_688,id_847
id_615,id_688
id_688,id_105
id_688,id_1437
id_688,id_1803
id_688,id_1398
id_1557,id_688
id_688,id_1290
id_2266,id_2333
id_2266,id_1441
id_1025,id_2338
id_2338,id_1319
id_2338,id_1801
id_1902,id_2338
id_1631,id_2520
id_855,id_2520
id_1476,id_2520
id_2396,id_2520
id_342,id_1512
id_342,id_2061
id_1665,id_2358
id_2186,id_1665
id_1665,id_2231
id_1443,id_1615
id_1443,id_2234
id_1443,id_759
id_50,id_1168
id_1785,id_62
id_1785,id_2061
id_1783,id_2058
id_1783,id_1611
id_1612,id_460
id_1612,id_1205
id_145,id_1319
id_145,id_1801
id_145,id_1902
id_1657,id_145
id_2291,id_1815
id_2291,id_1176
id_2084,id_1319
id_2507,id_616
id_2507,id_1101
id_128,id_864
id_864,id_1025
id_864,id_228
id_855,id_864
id_864,id_2480
id_1454,id_864
id_864,id_2295
id_864,id_1353
id_1491,id_2147
id_87,id_2147
id_282,id_2147
id_1993,id_1015
id_1015,id_2350
id_1015,id_1255
id_50,id_1015
id_1456,id_589
id_1255,id_589
id_1639,id_589
id_1551,id_21
id_21,id_1168
id_21,id_1537
id_1217,id_21
id_21,id_2295
id_557,id_2523
id_2111,id_1813
id_1813,id_2483
id_1891,id_1813
id_894,id_1441
id_740,id_894
id_50,id_1878
id_150,id_2368
id_2368,id_480
id_1034,id_1008
id_1034,id_1801
id_1034,id_1423
id_1456,id_1034
id_1034,id_1445
id_1034,id_1881
id_1034,id_1281
id_1034,id_1377
id_1342,id_1034
id_1483,id_1034
id_1034,id_1707
id_1034,id_1764
id_1034,id_211
id_1034,id_424
id_1034,id_1437
id_1034,id_1406
id_2234,id_1034
id_1034,id_97
id_1034,id_654
id_1034,id_2195
id_1034,id_86
id_1034,id_1019
id_1513,id_1034
id_1034,id_701
id_1034,id_2164
id_1034,id_2052
id_1034,id_2341
id_217,id_1034
id_1034,id_2301
id_1034,id_1398
id_1034,id_91
id_1034,id_2403
id_901,id_1703
id_1255,id_1313
id_1313,id_2340
id_14,id_490
id_490,id_1691
id_1570,id_1606
id_1570,id_1602
id_625,id_674
id_2048,id_655
id_2234,id_655
id_610,id_37
id_1465,id_476
id_1703,id_1868
id_2006,id_1813
id_1200,id_7
id_1663,id_2344
id_1663,id_430
id_1663,id_319
id_1902,id_2372
id_2252,id_1462
id_234,id_2315
id_194,id_1664
id_1963,id_1250
id_1250,id_29
id_1339,id_1250
id_57,id_1250
id_2437,id_1250
id_58,id_2268
id_1551,id_1907
id_1907,id_50
id_629,id_1319
id_629,id_1801
id_914,id_629
id_629,id_87
id_2269,id_629
id_130,id_629
id_212,id_629
id_629,id_2000
id_2443,id_2242
id_1215,id_2242
id_1963,id_2242
id_1493,id_2242
id_577,id_2242
id_1657,id_2242
id_1394,id_2242
id_661,id_767
id_661,id_2358
id_937,id_978
id_1034,id_966
id_211,id_966
id_1398,id_966
id_768,id_2205
id_2125,id_2254
id_1412,id_438
id_1412,id_2358
id_1419,id_851
id_1419,id_2396
id_1419,id_1892
id_844,id_2059
id_179,id_579
id_179,id_855
id_179,id_433
id_179,id_2358
id_25,id_1329
id_471,id_2355
id_471,id_131
id_471,id_1895
id_471,id_1961
id_471,id_1466
id_47,id_1538
id_1493,id_1611
id_1611,id_2477
id_1278,id_1611
id_1611,id_1031
id_434,id_1611
id_2176,id_1611
id_1415,id_701
id_515,id_701
id_1437,id_701
id_855,id_1338
id_470,id_16
id_470,id_2223
id_1349,id_2223
id_1629,id_1246
id_420,id_1887
id_204,id_420
id_1847,id_420
id_287,id_1801
id_1902,id_287
id_1881,id_2504
id_740,id_2504
id_2253,id_674
id_2285,id_298
id_1096,id_298
id_298,id_1689
id_298,id_200
id_298,id_2189
id_298,id_702
id_298,id_1140
id_1731,id_1182
id_927,id_390
id_289,id_1801
id_1357,id_289
id_495,id_1973
id_495,id_1774
id_864,id_678
id_81,id_681
id_189,id_681
id_681,id_1049
id_788,id_1319
id_788,id_1801
id_1902,id_788
id_890,id_1768
id_890,id_1274
id_890,id_319
id_926,id_1903
id_1903,id_140
id_2262,id_2466
id_1323,id_2262
id_1323,id_1666
id_1323,id_1891
id_2103,id_384
id_384,id_1319
id_1902,id_384
id_419,id_1006
id_1891,id_419
id_419,id_2150
id_339,id_1801
id_1813,id_339
id_1902,id_339
id_1459,id_1048
id_1813,id_1459
id_474,id_1664
id_189,id_474
id_474,id_212
id_474,id_173
id_474,id_2058
id_679,id_474
id_1214,id_474
id_474,id_151
id_1813,id_474
id_1242,id_2228
id_782,id_2228
id_1217,id_2228
id_2228,id_855
id_2228,id_884
id_2483,id_2228
id_1331,id_1236
id_2008,id_2121
id_877,id_2121
id_342,id_214
id_168,id_884
id_305,id_1927
id_2194,id_2344
id_2194,id_305
id_237,id_1543
id_1295,id_1880
id_1295,id_2055
id_1813,id_1295
id_1371,id_2135
id_1635,id_2111
id_1635,id_1023
id_1635,id_1602
id_1635,id_2055
id_1635,id_2285
id_1761,id_1174
id_1678,id_2330
id_1761,id_1678
id_1667,id_2399
id_1208,id_1349
id_723,id_1349
id_559,id_1349
id_470,id_1349
id_856,id_1875
id_1584,id_1884
id_1550,id_1884
id_1595,id_1884
id_2186,id_1884
id_1103,id_1884
id_1524,id_1480
id_1562,id_2061
id_2231,id_2061
id_1732,id_50
id_1732,id_719
id_1732,id_1710
id_1732,id_452
id_712,id_52
id_101,id_50
id_1244,id_2167
id_1847,id_840
id_1657,id_840
id_25,id_1215
id_2272,id_25
id_25,id_1456
id_25,id_2309
id_25,id_1250
id_25,id_1411
id_25,id_579
id_1217,id_25
id_25,id_1578
id_25,id_2191
id_25,id_1006
id_25,id_1794
id_25,id_2396
id_25,id_1074
id_25,id_2483
id_25,id_741
id_25,id_123
id_1074,id_1003
id_1096,id_1074
id_1074,id_1815
id_1813,id_1348
id_2008,id_1339
id_2008,id_855
id_2008,id_1603
id_877,id_1248
id_1199,id_645
id_1199,id_557
id_1199,id_1506
id_844,id_1319
id_844,id_1801
id_844,id_2352
id_844,id_1902
id_1462,id_1852
id_1025,id_499
id_2272,id_499
id_2055,id_499
id_855,id_499
id_1673,id_499
id_2483,id_499
id_2231,id_499
id_974,id_1048
id_5,id_1319
id_5,id_1801
id_5,id_1902
id_5,id_2483
id_5,id_2231
id_2098,id_1606
id_1570,id_2098
id_1860,id_1997
id_1997,id_864
id_57,id_1997
id_1997,id_1970
id_827,id_394
id_2206,id_394
id_2441,id_2493
id_1901,id_1319
id_1901,id_1118
id_1901,id_1902
id_209,id_1725
id_209,id_1584
id_2237,id_209
id_2502,id_209
id_1891,id_209
id_877,id_2413
id_1211,id_2413
id_605,id_1441
id_2170,id_1584
id_1930,id_2077
id_1226,id_1319
id_1226,id_1801
id_1902,id_1226
id_100,id_1226
id_100,id_1801
id_1175,id_1459
id_662,id_1706
id_570,id_2358
id_570,id_1875
id_570,id_2470
id_570,id_2340
id_32,id_1938
id_1825,id_2290
id_2461,id_1825
id_1825,id_1551
id_1825,id_2237
id_1825,id_15
id_1825,id_1209
id_1825,id_1218
id_1825,id_1580
id_1825,id_40
id_1825,id_2334
id_1825,id_2440
id_1825,id_1680
id_1825,id_2341
id_1825,id_2390
id_1825,id_1657
id_1825,id_754
id_1825,id_1920
id_1825,id_2169
id_1825,id_2131
id_1825,id_2364
id_1825,id_1891
id_35,id_1706
id_1403,id_2041
id_2111,id_2397
id_1946,id_2397
id_59,id_1961
id_59,id_2203
id_692,id_2195
id_251,id_1801
id_251,id_1349
id_251,id_2341
id_251,id_2231
id_430,id_1049
id_172,id_29
id_172,id_762
id_55,id_1031
id_48,id_636
id_1874,id_2238
id_2358,id_2238
id_2367,id_2238
id_561,id_2238
id_2213,id_2333
id_1398,id_70
id_211,id_1398
id_1437,id_1398
id_1398,id_785
id_1398,id_2195
id_701,id_91
id_2527,id_2088
id_2080,id_1441
id_2248,id_2404
id_890,id_2248
id_2248,id_1768
id_212,id_2248
id_2248,id_2000
id_319,id_2248
id_2248,id_1710
id_1612,id_1216
id_927,id_1605
id_1246,id_1431
id_1981,id_1025
id_1981,id_1319
id_864,id_1981
id_1981,id_2117
id_1981,id_298
id_1291,id_1981
id_1981,id_870
id_1815,id_1981
id_251,id_1981
id_319,id_2404
id_319,id_865
id_319,id_645
id_319,id_1642
id_319,id_1876
id_50,id_319
id_1663,id_1485
id_2100,id_397
id_772,id_397
id_2378,id_1441
id_2378,id_1961
id_434,id_2378
id_1612,id_494
id_2060,id_1034
id_2060,id_297
id_2502,id_2060
id_2527,id_888
id_1681,id_2340
id_173,id_611
id_1217,id_958
id_2111,id_744
id_855,id_744
id_2008,id_744
id_50,id_744
id_373,id_744
id_744,id_1946
id_1551,id_2432
id_1520,id_2432
id_1217,id_2432
id_740,id_2432
id_1008,id_1951
id_1951,id_1372
id_544,id_1951
id_203,id_1951
id_72,id_741
id_1515,id_2195
id_1536,id_327
id_722,id_815
id_1262,id_2267
id_2365,id_2296
id_412,id_1203
id_412,id_941
id_412,id_2145
id_1203,id_941
id_1203,id_2145
id_941,id_2145
id_1943,id_1222
id_1922,id_2145
id_1954,id_2180
id_688,id_686
id_708,id_688
id_1780,id_1495
id_1780,id_2143
id_1780,id_1550
id_1780,id_1865
id_2162,id_1081
id_145,id_1863
id_211,id_70
id_211,id_2477
id_1270,id_211
id_211,id_1256
id_686,id_211
id_211,id_785
id_708,id_211
id_211,id_2195
id_665,id_1267
id_1267,id_289
id_1194,id_2339
id_1194,id_1960
id_2045,id_1194
id_1194,id_2050
id_1194,id_496
id_2339,id_287
id_2339,id_1960
id_2339,id_2050
id_2339,id_496
id_703,id_7
id_7,id_2315
id_272,id_7
id_703,id_430
id_703,id_212
id_390,id_587
id_390,id_288
id_1487,id_390
id_177,id_2045
id_2122,id_17
id_1944,id_17
id_241,id_2366
id_1040,id_2366
id_2103,id_2366
id_378,id_2147
id_2092,id_2147
id_125,id_2251
id_2251,id_1980
id_1754,id_2251
id_2251,id_491
id_1188,id_2122
id_2122,id_1619
id_2122,id_2067
id_1814,id_2122
id_2122,id_41
id_2122,id_1148
id_2122,id_2282
id_1944,id_2122
id_2122,id_417
id_1220,id_2057
id_1940,id_173
id_188,id_2368
id_2368,id_1646
id_147,id_713
id_87,id_147
id_2463,id_147
id_59,id_147
id_212,id_147
id_2203,id_147
id_1407,id_64
id_889,id_1407
id_1367,id_763
id_1177,id_763
id_515,id_763
id_2032,id_1960
id_2045,id_2032
id_2032,id_2050
id_2032,id_496
id_42,id_939
id_434,id_1644
id_1806,id_1774
id_1806,id_1710
id_1570,id_1968
id_864,id_1833
id_1454,id_1833
id_1833,id_2295
id_1961,id_89
id_287,id_89
id_130,id_89
id_843,id_89
id_2185,id_89
id_2494,id_1699
id_1732,id_1105
id_379,id_234
id_2298,id_234
id_1530,id_234
id_1057,id_234
id_234,id_2479
id_2473,id_234
id_1539,id_234
id_1930,id_234
id_272,id_234
id_234,id_2201
id_194,id_2162
id_194,id_357
id_737,id_919
id_737,id_585
id_90,id_1268
id_629,id_2404
id_890,id_629
id_319,id_629
id_629,id_1710
id_1270,id_1437
id_708,id_1270
id_2215,id_87
id_1256,id_1026
id_438,id_1256
id_2034,id_1256
id_105,id_1256
id_1467,id_2383
id_1793,id_1774
id_2111,id_734
id_195,id_734
id_495,id_734
id_734,id_1118
id_1810,id_2117
id_2143,id_2081
id_1199,id_2081
id_2081,id_1376
id_2081,id_769
id_2081,id_2277
id_456,id_299
id_1584,id_648
id_1034,id_648
id_2162,id_648
id_1342,id_648
id_648,id_1961
id_648,id_701
id_434,id_648
id_1571,id_648
id_648,id_1406
id_1846,id_648
id_648,id_2195
id_590,id_234
id_1861,id_1834
id_2298,id_272
id_552,id_1352
id_1352,id_996
id_569,id_807
id_129,id_2057
id_1463,id_1376
id_1463,id_769
id_2214,id_1480
id_2214,id_1625
id_1626,id_307
id_1626,id_1232
id_2162,id_1625
id_1480,id_1625
id_1536,id_1625
id_2143,id_1550
id_1204,id_2143
id_2143,id_315
id_1199,id_2143
id_2143,id_1376
id_2143,id_769
id_2143,id_2277
id_1520,id_1666
id_2110,id_1830
id_2110,id_2315
id_2110,id_2423
id_2110,id_1539
id_2110,id_272
id_1034,id_2429
id_1774,id_2429
id_2429,id_1710
id_654,id_2429
id_701,id_488
id_1513,id_701
id_434,id_2139
id_434,id_2477
id_434,id_1034
id_1342,id_434
id_434,id_1961
id_434,id_701
id_434,id_2052
id_434,id_130
id_434,id_1596
id_434,id_1437
id_434,id_1398
id_434,id_91
id_434,id_2000
id_434,id_1883
id_434,id_654
id_434,id_348
id_434,id_2195
id_1093,id_1998
id_1093,id_539
id_1418,id_1349
id_467,id_391
id_2019,id_391
id_1591,id_391
id_2045,id_2020
id_2020,id_2050
id_293,id_2339
id_293,id_496
id_1811,id_765
id_765,id_874
id_1154,id_765
id_2305,id_765
id_765,id_710
id_1960,id_287
id_2185,id_287
id_864,id_1810
id_114,id_1032
id_1100,id_2189
id_2189,id_1689
id_1632,id_817
id_1663,id_152
id_1774,id_1973
id_1645,id_1973
id_1774,id_1118
id_665,id_587
id_927,id_289
id_1719,id_868
id_1462,id_2139
id_2285,id_1462
id_1462,id_1689
id_1462,id_2189
id_1462,id_1466
id_1474,id_1960
id_1960,id_2050
id_1960,id_321
id_1960,id_496
id_1784,id_1960
id_606,id_678
id_678,id_59
id_1595,id_89
id_1495,id_1595
id_2383,id_1595
id_1595,id_1550
id_1107,id_1595
id_769,id_1595
id_1865,id_1595
id_1513,id_788
id_890,id_245
id_464,id_890
id_1845,id_890
id_890,id_21
id_890,id_2404
id_890,id_713
id_890,id_1407
id_692,id_890
id_890,id_89
id_890,id_1664
id_890,id_2446
id_890,id_998
id_2463,id_890
id_890,id_1590
id_890,id_2269
id_890,id_68
id_890,id_1689
id_890,id_702
id_890,id_297
id_890,id_1543
id_890,id_130
id_844,id_890
id_890,id_94
id_890,id_2039
id_890,id_55
id_890,id_212
id_890,id_2411
id_890,id_2000
id_890,id_2381
id_890,id_1710
id_890,id_2060
id_890,id_1588
id_890,id_2412
id_1323,id_272
id_2456,id_561
id_2456,id_96
id_2298,id_1287
id_1474,id_496
id_1454,id_2480
id_2480,id_2295
id_498,id_2057
id_2045,id_1159
id_2133,id_305
id_531,id_1558
id_2308,id_1558
id_531,id_1073
id_1671,id_545
id_827,id_545
id_1671,id_2344
id_1671,id_827
id_1874,id_2409
id_2409,id_298
id_2409,id_1689
id_2409,id_200
id_2409,id_2189
id_2409,id_702
id_493,id_2409
id_1291,id_2409
id_1794,id_2409
id_493,id_1291
id_493,id_1794
id_1291,id_298
id_1291,id_1794
id_827,id_2344
id_827,id_1012
id_2194,id_827
id_827,id_1711
id_827,id_273
id_83,id_2122
id_83,id_1148
id_1944,id_1148
id_125,id_491
id_491,id_1980
id_1754,id_491
id_1657,id_1060
id_39,id_400
id_686,id_1256
id_686,id_1437
id_708,id_686
id_1603,id_1177
id_1603,id_357
id_1732,id_2058
id_1732,id_2124
id_2170,id_1930
id_1930,id_2128
id_1654,id_2396
id_1944,id_1619
id_2326,id_1448
id_2326,id_636
id_171,id_2115
id_861,id_2249
id_1266,id_2464
id_1973,id_2464
id_1774,id_2464
id_289,id_2464
id_2249,id_2464
id_1118,id_2464
id_2008,id_367
id_2008,id_2083
id_877,id_367
id_1131,id_477
id_1199,id_1376
id_1199,id_769
id_2206,id_2095
id_1901,id_2206
id_2307,id_1861
id_434,id_98
id_769,id_1514
id_2176,id_769
id_1433,id_691
id_1534,id_1252
id_279,id_2095
id_1260,id_1892
id_1199,id_2176
id_1454,id_985
id_985,id_2295
id_1657,id_1863
id_2415,id_1657
id_2304,id_913
id_1215,id_1970
id_1626,id_1970
id_2409,id_1660
id_1789,id_2418
id_2069,id_878
id_1121,id_574
id_2326,id_51
id_140,id_1579
id_1462,id_1373
id_1106,id_856
id_1106,id_1875
id_1089,id_1106
id_1106,id_1799
id_487,id_588
id_570,id_856
id_570,id_919
id_570,id_1799
id_2078,id_1883
id_274,id_2078
id_854,id_59
id_59,id_348
id_1596,id_1961
id_1596,id_2403
id_1007,id_989
id_366,id_547
id_547,id_988
id_212,id_2404
id_212,id_713
id_297,id_212
id_212,id_1710
id_1376,id_2277
id_665,id_1605
id_1605,id_289
id_287,id_2050
id_496,id_2050
id_1784,id_2050
id_1437,id_785
id_708,id_785
id_305,id_2406
id_2403,id_70
id_2403,id_2477
id_1342,id_2403
id_434,id_2403
id_2403,id_1437
id_854,id_2203
id_2185,id_321
id_1784,id_496
id_719,id_1863
id_1090,id_1863
id_585,id_919
id_2008,id_1321
id_1780,id_384
id_1273,id_384
id_1692,id_384
id_1634,id_384
id_1875,id_235
id_1799,id_1875
id_1089,id_1875
id_856,id_1799
id_1089,id_1799
id_1089,id_570
id_1875,id_2323
id_856,id_2323
id_856,id_235
id_1106,id_2323
id_1106,id_235
id_1799,id_2323
id_1799,id_235
id_570,id_2323
id_570,id_235
id_1089,id_235
id_1194,id_2323
id_2339,id_2323
id_496,id_2323
id_1960,id_2323
id_1474,id_2323
id_2050,id_2323
id_287,id_2323
id_321,id_2323
id_927,id_1948
id_927,id_284
